hull_D;hull_L;batt_MODEL;batt_D;batt_L;total_N;total_CAP;total_MASS
0.18;0.43;6;0.0342;0.0615;126;1512.0;17010.0
0.18;0.43;7;0.033;0.091;88;2288.0;22440.0
0.18;0.44;0;0.014;0.04;1485;1485.0;16335.0
0.18;0.44;1;0.014;0.025;2295;2295.0;16065.0
0.18;0.44;2;0.0083;0.0425;4000;2500.0;24000.0
0.18;0.44;3;0.0105;0.0445;2232;2678.4;26784.0
0.18;0.44;4;0.0145;0.0505;1000;2700.0;24000.0
0.18;0.44;5;0.026199999999999998;0.05;296;2368.0;19240.0
0.18;0.44;6;0.0342;0.0615;147;1764.0;19845.0
0.18;0.44;7;0.033;0.091;88;2288.0;22440.0
0.18;0.45;0;0.014;0.04;1485;1485.0;16335.0
0.18;0.45;1;0.014;0.025;2430;2430.0;17010.0
0.18;0.45;2;0.0083;0.0425;4000;2500.0;24000.0
0.18;0.45;3;0.0105;0.0445;2480;2976.0;29760.0
0.18;0.45;4;0.0145;0.0505;1000;2700.0;24000.0
0.18;0.45;5;0.026199999999999998;0.05;333;2664.0;21645.0
0.18;0.45;6;0.0342;0.0615;147;1764.0;19845.0
0.18;0.45;7;0.033;0.091;88;2288.0;22440.0
0.18;0.46;0;0.014;0.04;1485;1485.0;16335.0
0.18;0.46;1;0.014;0.025;2430;2430.0;17010.0
0.18;0.46;2;0.0083;0.0425;4000;2500.0;24000.0
0.18;0.46;3;0.0105;0.0445;2480;2976.0;29760.0
0.18;0.46;4;0.0145;0.0505;1125;3037.5;27000.0
0.18;0.46;5;0.026199999999999998;0.05;333;2664.0;21645.0
0.18;0.46;6;0.0342;0.0615;147;1764.0;19845.0
0.18;0.46;7;0.033;0.091;110;2860.0;28050.0
0.18;0.47;0;0.014;0.04;1485;1485.0;16335.0
0.18;0.47;1;0.014;0.025;2430;2430.0;17010.0
0.18;0.47;2;0.0083;0.0425;4400;2750.0;26400.0
0.18;0.47;3;0.0105;0.0445;2480;2976.0;29760.0
0.18;0.47;4;0.0145;0.0505;1125;3037.5;27000.0
0.18;0.47;5;0.026199999999999998;0.05;333;2664.0;21645.0
0.18;0.47;6;0.0342;0.0615;147;1764.0;19845.0
0.18;0.47;7;0.033;0.091;110;2860.0;28050.0
0.18;0.48;0;0.014;0.04;1620;1620.0;17820.0
0.18;0.48;1;0.014;0.025;2565;2565.0;17955.0
0.18;0.48;2;0.0083;0.0425;4400;2750.0;26400.0
0.18;0.48;3;0.0105;0.0445;2480;2976.0;29760.0
0.18;0.48;4;0.0145;0.0505;1125;3037.5;27000.0
0.18;0.48;5;0.026199999999999998;0.05;333;2664.0;21645.0
0.18;0.48;6;0.0342;0.0615;147;1764.0;19845.0
0.18;0.48;7;0.033;0.091;110;2860.0;28050.0
0.18;0.49;0;0.014;0.04;1620;1620.0;17820.0
0.18;0.49;1;0.014;0.025;2565;2565.0;17955.0
0.18;0.49;2;0.0083;0.0425;4400;2750.0;26400.0
0.18;0.49;3;0.0105;0.0445;2728;3273.6;32736.0
0.18;0.49;4;0.0145;0.0505;1125;3037.5;27000.0
0.18;0.49;5;0.026199999999999998;0.05;333;2664.0;21645.0
0.18;0.49;6;0.0342;0.0615;147;1764.0;19845.0
0.18;0.49;7;0.033;0.091;110;2860.0;28050.0
0.18;0.5;0;0.014;0.04;1620;1620.0;17820.0
0.18;0.5;1;0.014;0.025;2700;2700.0;18900.0
0.18;0.5;2;0.0083;0.0425;4400;2750.0;26400.0
0.18;0.5;3;0.0105;0.0445;2728;3273.6;32736.0
0.18;0.5;4;0.0145;0.0505;1125;3037.5;27000.0
0.18;0.5;5;0.026199999999999998;0.05;370;2960.0;24050.0
0.18;0.5;6;0.0342;0.0615;168;2016.0;22680.0
0.18;0.5;7;0.033;0.091;110;2860.0;28050.0
0.19;0.05;0;0.014;0.04;153;153.0;1683.0
0.19;0.05;1;0.014;0.025;306;306.0;2142.0
0.19;0.05;2;0.0083;0.0425;448;280.0;2688.0
0.19;0.05;3;0.0105;0.0445;276;331.2;3312.0
0.19;0.05;5;0.026199999999999998;0.05;40;320.0;2600.0
0.19;0.06;0;0.014;0.04;153;153.0;1683.0
0.19;0.06;1;0.014;0.025;306;306.0;2142.0
0.19;0.06;2;0.0083;0.0425;448;280.0;2688.0
0.19;0.06;3;0.0105;0.0445;276;331.2;3312.0
0.19;0.06;4;0.0145;0.0505;140;378.0;3360.0
0.19;0.06;5;0.026199999999999998;0.05;40;320.0;2600.0
0.19;0.07;0;0.014;0.04;153;153.0;1683.0
0.19;0.07;1;0.014;0.025;306;306.0;2142.0
0.19;0.07;2;0.0083;0.0425;448;280.0;2688.0
0.19;0.07;3;0.0105;0.0445;276;331.2;3312.0
0.19;0.07;4;0.0145;0.0505;140;378.0;3360.0
0.19;0.07;5;0.026199999999999998;0.05;40;320.0;2600.0
0.19;0.07;6;0.0342;0.0615;23;276.0;3105.0
0.19;0.08;0;0.014;0.04;306;306.0;3366.0
0.19;0.08;1;0.014;0.025;459;459.0;3213.0
0.19;0.08;2;0.0083;0.0425;448;280.0;2688.0
0.19;0.08;3;0.0105;0.0445;276;331.2;3312.0
0.19;0.08;4;0.0145;0.0505;140;378.0;3360.0
0.19;0.08;5;0.026199999999999998;0.05;40;320.0;2600.0
0.19;0.08;6;0.0342;0.0615;23;276.0;3105.0
0.19;0.09;0;0.014;0.04;306;306.0;3366.0
0.19;0.09;1;0.014;0.025;459;459.0;3213.0
0.19;0.09;2;0.0083;0.0425;896;560.0;5376.0
0.19;0.09;3;0.0105;0.0445;552;662.4;6624.0
0.19;0.09;4;0.0145;0.0505;140;378.0;3360.0
0.19;0.09;5;0.026199999999999998;0.05;40;320.0;2600.0
0.19;0.09;6;0.0342;0.0615;23;276.0;3105.0
0.19;0.1;0;0.014;0.04;306;306.0;3366.0
0.19;0.1;1;0.014;0.025;612;612.0;4284.0
0.19;0.1;2;0.0083;0.0425;896;560.0;5376.0
0.19;0.1;3;0.0105;0.0445;552;662.4;6624.0
0.19;0.1;4;0.0145;0.0505;140;378.0;3360.0
0.19;0.1;5;0.026199999999999998;0.05;80;640.0;5200.0
0.19;0.1;6;0.0342;0.0615;23;276.0;3105.0
0.19;0.1;7;0.033;0.091;25;650.0;6375.0
0.19;0.11;0;0.014;0.04;306;306.0;3366.0
0.19;0.11;1;0.014;0.025;612;612.0;4284.0
0.19;0.11;2;0.0083;0.0425;896;560.0;5376.0
0.19;0.11;3;0.0105;0.0445;552;662.4;6624.0
0.19;0.11;4;0.0145;0.0505;280;756.0;6720.0
0.19;0.11;5;0.026199999999999998;0.05;80;640.0;5200.0
0.19;0.11;6;0.0342;0.0615;23;276.0;3105.0
0.19;0.11;7;0.033;0.091;25;650.0;6375.0
0.19;0.12;0;0.014;0.04;459;459.0;5049.0
0.19;0.12;1;0.014;0.025;612;612.0;4284.0
0.19;0.12;2;0.0083;0.0425;896;560.0;5376.0
0.19;0.12;3;0.0105;0.0445;552;662.4;6624.0
0.19;0.12;4;0.0145;0.0505;280;756.0;6720.0
0.19;0.12;5;0.026199999999999998;0.05;80;640.0;5200.0
0.19;0.12;6;0.0342;0.0615;23;276.0;3105.0
0.19;0.12;7;0.033;0.091;25;650.0;6375.0
0.19;0.13;0;0.014;0.04;459;459.0;5049.0
0.19;0.13;1;0.014;0.025;765;765.0;5355.0
0.19;0.13;2;0.0083;0.0425;1344;840.0;8064.0
0.19;0.13;3;0.0105;0.0445;552;662.4;6624.0
0.19;0.13;4;0.0145;0.0505;280;756.0;6720.0
0.19;0.13;5;0.026199999999999998;0.05;80;640.0;5200.0
0.19;0.13;6;0.0342;0.0615;46;552.0;6210.0
0.19;0.13;7;0.033;0.091;25;650.0;6375.0
0.19;0.14;0;0.014;0.04;459;459.0;5049.0
0.19;0.14;1;0.014;0.025;765;765.0;5355.0
0.19;0.14;2;0.0083;0.0425;1344;840.0;8064.0
0.19;0.14;3;0.0105;0.0445;828;993.6;9936.0
0.19;0.14;4;0.0145;0.0505;280;756.0;6720.0
0.19;0.14;5;0.026199999999999998;0.05;80;640.0;5200.0
0.19;0.14;6;0.0342;0.0615;46;552.0;6210.0
0.19;0.14;7;0.033;0.091;25;650.0;6375.0
0.19;0.15;0;0.014;0.04;459;459.0;5049.0
0.19;0.15;1;0.014;0.025;918;918.0;6426.0
0.19;0.15;2;0.0083;0.0425;1344;840.0;8064.0
0.19;0.15;3;0.0105;0.0445;828;993.6;9936.0
0.19;0.15;4;0.0145;0.0505;280;756.0;6720.0
0.19;0.15;5;0.026199999999999998;0.05;120;960.0;7800.0
0.19;0.15;6;0.0342;0.0615;46;552.0;6210.0
0.19;0.15;7;0.033;0.091;25;650.0;6375.0
0.19;0.16;0;0.014;0.04;612;612.0;6732.0
0.19;0.16;1;0.014;0.025;918;918.0;6426.0
0.19;0.16;2;0.0083;0.0425;1344;840.0;8064.0
0.19;0.16;3;0.0105;0.0445;828;993.6;9936.0
0.19;0.16;4;0.0145;0.0505;420;1134.0;10080.0
0.19;0.16;5;0.026199999999999998;0.05;120;960.0;7800.0
0.19;0.16;6;0.0342;0.0615;46;552.0;6210.0
0.19;0.16;7;0.033;0.091;25;650.0;6375.0
0.19;0.17;0;0.014;0.04;612;612.0;6732.0
0.19;0.17;1;0.014;0.025;918;918.0;6426.0
0.19;0.17;2;0.0083;0.0425;1792;1120.0;10752.0
0.19;0.17;3;0.0105;0.0445;828;993.6;9936.0
0.19;0.17;4;0.0145;0.0505;420;1134.0;10080.0
0.19;0.17;5;0.026199999999999998;0.05;120;960.0;7800.0
0.19;0.17;6;0.0342;0.0615;46;552.0;6210.0
0.19;0.17;7;0.033;0.091;25;650.0;6375.0
0.19;0.18;0;0.014;0.04;612;612.0;6732.0
0.19;0.18;1;0.014;0.025;1071;1071.0;7497.0
0.19;0.18;2;0.0083;0.0425;1792;1120.0;10752.0
0.19;0.18;3;0.0105;0.0445;1104;1324.8;13248.0
0.19;0.18;4;0.0145;0.0505;420;1134.0;10080.0
0.19;0.18;5;0.026199999999999998;0.05;120;960.0;7800.0
0.19;0.18;6;0.0342;0.0615;46;552.0;6210.0
0.19;0.18;7;0.033;0.091;25;650.0;6375.0
0.19;0.19;0;0.014;0.04;612;612.0;6732.0
0.19;0.19;1;0.014;0.025;1071;1071.0;7497.0
0.19;0.19;2;0.0083;0.0425;1792;1120.0;10752.0
0.19;0.19;3;0.0105;0.0445;1104;1324.8;13248.0
0.19;0.19;4;0.0145;0.0505;420;1134.0;10080.0
0.19;0.19;5;0.026199999999999998;0.05;120;960.0;7800.0
0.19;0.19;6;0.0342;0.0615;69;828.0;9315.0
0.19;0.19;7;0.033;0.091;50;1300.0;12750.0
0.19;0.2;0;0.014;0.04;765;765.0;8415.0
0.19;0.2;1;0.014;0.025;1224;1224.0;8568.0
0.19;0.2;2;0.0083;0.0425;1792;1120.0;10752.0
0.19;0.2;3;0.0105;0.0445;1104;1324.8;13248.0
0.19;0.2;4;0.0145;0.0505;420;1134.0;10080.0
0.19;0.2;5;0.026199999999999998;0.05;160;1280.0;10400.0
0.19;0.2;6;0.0342;0.0615;69;828.0;9315.0
0.19;0.2;7;0.033;0.091;50;1300.0;12750.0
0.19;0.21;0;0.014;0.04;765;765.0;8415.0
0.19;0.21;1;0.014;0.025;1224;1224.0;8568.0
0.19;0.21;2;0.0083;0.0425;1792;1120.0;10752.0
0.19;0.21;3;0.0105;0.0445;1104;1324.8;13248.0
0.19;0.21;4;0.0145;0.0505;560;1512.0;13440.0
0.19;0.21;5;0.026199999999999998;0.05;160;1280.0;10400.0
0.19;0.21;6;0.0342;0.0615;69;828.0;9315.0
0.19;0.21;7;0.033;0.091;50;1300.0;12750.0
0.19;0.22;0;0.014;0.04;765;765.0;8415.0
0.19;0.22;1;0.014;0.025;1224;1224.0;8568.0
0.19;0.22;2;0.0083;0.0425;2240;1400.0;13440.0
0.19;0.22;3;0.0105;0.0445;1104;1324.8;13248.0
0.19;0.22;4;0.0145;0.0505;560;1512.0;13440.0
0.19;0.22;5;0.026199999999999998;0.05;160;1280.0;10400.0
0.19;0.22;6;0.0342;0.0615;69;828.0;9315.0
0.19;0.22;7;0.033;0.091;50;1300.0;12750.0
0.19;0.23;0;0.014;0.04;765;765.0;8415.0
0.19;0.23;1;0.014;0.025;1377;1377.0;9639.0
0.19;0.23;2;0.0083;0.0425;2240;1400.0;13440.0
0.19;0.23;3;0.0105;0.0445;1380;1656.0;16560.0
0.19;0.23;4;0.0145;0.0505;560;1512.0;13440.0
0.19;0.23;5;0.026199999999999998;0.05;160;1280.0;10400.0
0.19;0.23;6;0.0342;0.0615;69;828.0;9315.0
0.19;0.23;7;0.033;0.091;50;1300.0;12750.0
0.19;0.24;0;0.014;0.04;918;918.0;10098.0
0.19;0.24;1;0.014;0.025;1377;1377.0;9639.0
0.19;0.24;2;0.0083;0.0425;2240;1400.0;13440.0
0.19;0.24;3;0.0105;0.0445;1380;1656.0;16560.0
0.19;0.24;4;0.0145;0.0505;560;1512.0;13440.0
0.19;0.24;5;0.026199999999999998;0.05;160;1280.0;10400.0
0.19;0.24;6;0.0342;0.0615;69;828.0;9315.0
0.19;0.24;7;0.033;0.091;50;1300.0;12750.0
0.19;0.25;0;0.014;0.04;918;918.0;10098.0
0.19;0.25;1;0.014;0.025;1530;1530.0;10710.0
0.19;0.25;2;0.0083;0.0425;2240;1400.0;13440.0
0.19;0.25;3;0.0105;0.0445;1380;1656.0;16560.0
0.19;0.25;4;0.0145;0.0505;560;1512.0;13440.0
0.19;0.25;5;0.026199999999999998;0.05;200;1600.0;13000.0
0.19;0.25;6;0.0342;0.0615;92;1104.0;12420.0
0.19;0.25;7;0.033;0.091;50;1300.0;12750.0
0.19;0.26;0;0.014;0.04;918;918.0;10098.0
0.19;0.26;1;0.014;0.025;1530;1530.0;10710.0
0.19;0.26;2;0.0083;0.0425;2688;1680.0;16128.0
0.19;0.26;3;0.0105;0.0445;1380;1656.0;16560.0
0.19;0.26;4;0.0145;0.0505;700;1890.0;16800.0
0.19;0.26;5;0.026199999999999998;0.05;200;1600.0;13000.0
0.19;0.26;6;0.0342;0.0615;92;1104.0;12420.0
0.19;0.26;7;0.033;0.091;50;1300.0;12750.0
0.19;0.27;0;0.014;0.04;918;918.0;10098.0
0.19;0.27;1;0.014;0.025;1530;1530.0;10710.0
0.19;0.27;2;0.0083;0.0425;2688;1680.0;16128.0
0.19;0.27;3;0.0105;0.0445;1656;1987.2;19872.0
0.19;0.27;4;0.0145;0.0505;700;1890.0;16800.0
0.19;0.27;5;0.026199999999999998;0.05;200;1600.0;13000.0
0.19;0.27;6;0.0342;0.0615;92;1104.0;12420.0
0.19;0.27;7;0.033;0.091;50;1300.0;12750.0
0.19;0.28;0;0.014;0.04;1071;1071.0;11781.0
0.19;0.28;1;0.014;0.025;1683;1683.0;11781.0
0.19;0.28;2;0.0083;0.0425;2688;1680.0;16128.0
0.19;0.28;3;0.0105;0.0445;1656;1987.2;19872.0
0.19;0.28;4;0.0145;0.0505;700;1890.0;16800.0
0.19;0.28;5;0.026199999999999998;0.05;200;1600.0;13000.0
0.19;0.28;6;0.0342;0.0615;92;1104.0;12420.0
0.19;0.28;7;0.033;0.091;75;1950.0;19125.0
0.19;0.29;0;0.014;0.04;1071;1071.0;11781.0
0.19;0.29;1;0.014;0.025;1683;1683.0;11781.0
0.19;0.29;2;0.0083;0.0425;2688;1680.0;16128.0
0.19;0.29;3;0.0105;0.0445;1656;1987.2;19872.0
0.19;0.29;4;0.0145;0.0505;700;1890.0;16800.0
0.19;0.29;5;0.026199999999999998;0.05;200;1600.0;13000.0
0.19;0.29;6;0.0342;0.0615;92;1104.0;12420.0
0.19;0.29;7;0.033;0.091;75;1950.0;19125.0
0.19;0.3;0;0.014;0.04;1071;1071.0;11781.0
0.19;0.3;1;0.014;0.025;1836;1836.0;12852.0
0.19;0.3;2;0.0083;0.0425;3136;1960.0;18816.0
0.19;0.3;3;0.0105;0.0445;1656;1987.2;19872.0
0.19;0.3;4;0.0145;0.0505;700;1890.0;16800.0
0.19;0.3;5;0.026199999999999998;0.05;240;1920.0;15600.0
0.19;0.3;6;0.0342;0.0615;92;1104.0;12420.0
0.19;0.3;7;0.033;0.091;75;1950.0;19125.0
0.19;0.31;0;0.014;0.04;1071;1071.0;11781.0
0.19;0.31;1;0.014;0.025;1836;1836.0;12852.0
0.19;0.31;2;0.0083;0.0425;3136;1960.0;18816.0
0.19;0.31;3;0.0105;0.0445;1656;1987.2;19872.0
0.19;0.31;4;0.0145;0.0505;840;2268.0;20160.0
0.19;0.31;5;0.026199999999999998;0.05;240;1920.0;15600.0
0.19;0.31;6;0.0342;0.0615;115;1380.0;15525.0
0.19;0.31;7;0.033;0.091;75;1950.0;19125.0
0.19;0.32;0;0.014;0.04;1224;1224.0;13464.0
0.19;0.32;1;0.014;0.025;1836;1836.0;12852.0
0.19;0.32;2;0.0083;0.0425;3136;1960.0;18816.0
0.19;0.32;3;0.0105;0.0445;1932;2318.4;23184.0
0.19;0.32;4;0.0145;0.0505;840;2268.0;20160.0
0.19;0.32;5;0.026199999999999998;0.05;240;1920.0;15600.0
0.19;0.32;6;0.0342;0.0615;115;1380.0;15525.0
0.19;0.32;7;0.033;0.091;75;1950.0;19125.0
0.19;0.33;0;0.014;0.04;1224;1224.0;13464.0
0.19;0.33;1;0.014;0.025;1989;1989.0;13923.0
0.19;0.33;2;0.0083;0.0425;3136;1960.0;18816.0
0.19;0.33;3;0.0105;0.0445;1932;2318.4;23184.0
0.19;0.33;4;0.0145;0.0505;840;2268.0;20160.0
0.19;0.33;5;0.026199999999999998;0.05;240;1920.0;15600.0
0.19;0.33;6;0.0342;0.0615;115;1380.0;15525.0
0.19;0.33;7;0.033;0.091;75;1950.0;19125.0
0.19;0.34;0;0.014;0.04;1224;1224.0;13464.0
0.19;0.34;1;0.014;0.025;1989;1989.0;13923.0
0.19;0.34;2;0.0083;0.0425;3584;2240.0;21504.0
0.19;0.34;3;0.0105;0.0445;1932;2318.4;23184.0
0.19;0.34;4;0.0145;0.0505;840;2268.0;20160.0
0.19;0.34;5;0.026199999999999998;0.05;240;1920.0;15600.0
0.19;0.34;6;0.0342;0.0615;115;1380.0;15525.0
0.19;0.34;7;0.033;0.091;75;1950.0;19125.0
0.19;0.35;0;0.014;0.04;1224;1224.0;13464.0
0.19;0.35;1;0.014;0.025;2142;2142.0;14994.0
0.19;0.35;2;0.0083;0.0425;3584;2240.0;21504.0
0.19;0.35;3;0.0105;0.0445;1932;2318.4;23184.0
0.19;0.35;4;0.0145;0.0505;840;2268.0;20160.0
0.19;0.35;5;0.026199999999999998;0.05;280;2240.0;18200.0
0.19;0.35;6;0.0342;0.0615;115;1380.0;15525.0
0.19;0.35;7;0.033;0.091;75;1950.0;19125.0
0.19;0.36;0;0.014;0.04;1377;1377.0;15147.0
0.19;0.36;1;0.014;0.025;2142;2142.0;14994.0
0.19;0.36;2;0.0083;0.0425;3584;2240.0;21504.0
0.19;0.36;3;0.0105;0.0445;2208;2649.6;26496.0
0.19;0.36;4;0.0145;0.0505;980;2646.0;23520.0
0.19;0.36;5;0.026199999999999998;0.05;280;2240.0;18200.0
0.19;0.36;6;0.0342;0.0615;115;1380.0;15525.0
0.19;0.36;7;0.033;0.091;75;1950.0;19125.0
0.19;0.37;0;0.014;0.04;1377;1377.0;15147.0
0.19;0.37;1;0.014;0.025;2142;2142.0;14994.0
0.19;0.37;2;0.0083;0.0425;3584;2240.0;21504.0
0.19;0.37;3;0.0105;0.0445;2208;2649.6;26496.0
0.19;0.37;4;0.0145;0.0505;980;2646.0;23520.0
0.19;0.37;5;0.026199999999999998;0.05;280;2240.0;18200.0
0.19;0.37;6;0.0342;0.0615;138;1656.0;18630.0
0.19;0.37;7;0.033;0.091;100;2600.0;25500.0
0.19;0.38;0;0.014;0.04;1377;1377.0;15147.0
0.19;0.38;1;0.014;0.025;2295;2295.0;16065.0
0.19;0.38;2;0.0083;0.0425;3584;2240.0;21504.0
0.19;0.38;3;0.0105;0.0445;2208;2649.6;26496.0
0.19;0.38;4;0.0145;0.0505;980;2646.0;23520.0
0.19;0.38;5;0.026199999999999998;0.05;280;2240.0;18200.0
0.19;0.38;6;0.0342;0.0615;138;1656.0;18630.0
0.19;0.38;7;0.033;0.091;100;2600.0;25500.0
0.19;0.39;0;0.014;0.04;1377;1377.0;15147.0
0.19;0.39;1;0.014;0.025;2295;2295.0;16065.0
0.19;0.39;2;0.0083;0.0425;4032;2520.0;24192.0
0.19;0.39;3;0.0105;0.0445;2208;2649.6;26496.0
0.19;0.39;4;0.0145;0.0505;980;2646.0;23520.0
0.19;0.39;5;0.026199999999999998;0.05;280;2240.0;18200.0
0.19;0.39;6;0.0342;0.0615;138;1656.0;18630.0
0.19;0.39;7;0.033;0.091;100;2600.0;25500.0
0.19;0.4;0;0.014;0.04;1530;1530.0;16830.0
0.19;0.4;1;0.014;0.025;2448;2448.0;17136.0
0.19;0.4;2;0.0083;0.0425;4032;2520.0;24192.0
0.19;0.4;3;0.0105;0.0445;2208;2649.6;26496.0
0.19;0.4;4;0.0145;0.0505;980;2646.0;23520.0
0.19;0.4;5;0.026199999999999998;0.05;320;2560.0;20800.0
0.19;0.4;6;0.0342;0.0615;138;1656.0;18630.0
0.19;0.4;7;0.033;0.091;100;2600.0;25500.0
0.19;0.41;0;0.014;0.04;1530;1530.0;16830.0
0.19;0.41;1;0.014;0.025;2448;2448.0;17136.0
0.19;0.41;2;0.0083;0.0425;4032;2520.0;24192.0
0.19;0.41;3;0.0105;0.0445;2484;2980.8;29808.0
0.19;0.41;4;0.0145;0.0505;1120;3024.0;26880.0
0.19;0.41;5;0.026199999999999998;0.05;320;2560.0;20800.0
0.19;0.41;6;0.0342;0.0615;138;1656.0;18630.0
0.19;0.41;7;0.033;0.091;100;2600.0;25500.0
0.19;0.42;0;0.014;0.04;1530;1530.0;16830.0
0.19;0.42;1;0.014;0.025;2448;2448.0;17136.0
0.19;0.42;2;0.0083;0.0425;4032;2520.0;24192.0
0.19;0.42;3;0.0105;0.0445;2484;2980.8;29808.0
0.19;0.42;4;0.0145;0.0505;1120;3024.0;26880.0
0.19;0.42;5;0.026199999999999998;0.05;320;2560.0;20800.0
0.19;0.42;6;0.0342;0.0615;138;1656.0;18630.0
0.19;0.42;7;0.033;0.091;100;2600.0;25500.0
0.19;0.43;0;0.014;0.04;1530;1530.0;16830.0
0.19;0.43;1;0.014;0.025;2601;2601.0;18207.0
0.19;0.43;2;0.0083;0.0425;4480;2800.0;26880.0
0.19;0.43;3;0.0105;0.0445;2484;2980.8;29808.0
0.19;0.43;4;0.0145;0.0505;1120;3024.0;26880.0
0.19;0.43;5;0.026199999999999998;0.05;320;2560.0;20800.0
0.19;0.43;6;0.0342;0.0615;138;1656.0;18630.0
0.19;0.43;7;0.033;0.091;100;2600.0;25500.0
0.19;0.44;0;0.014;0.04;1683;1683.0;18513.0
0.19;0.44;1;0.014;0.025;2601;2601.0;18207.0
0.19;0.44;2;0.0083;0.0425;4480;2800.0;26880.0
0.19;0.44;3;0.0105;0.0445;2484;2980.8;29808.0
0.19;0.44;4;0.0145;0.0505;1120;3024.0;26880.0
0.19;0.44;5;0.026199999999999998;0.05;320;2560.0;20800.0
0.19;0.44;6;0.0342;0.0615;161;1932.0;21735.0
0.19;0.44;7;0.033;0.091;100;2600.0;25500.0
0.19;0.45;0;0.014;0.04;1683;1683.0;18513.0
0.19;0.45;1;0.014;0.025;2754;2754.0;19278.0
0.19;0.45;2;0.0083;0.0425;4480;2800.0;26880.0
0.19;0.45;3;0.0105;0.0445;2760;3312.0;33120.0
0.19;0.45;4;0.0145;0.0505;1120;3024.0;26880.0
0.19;0.45;5;0.026199999999999998;0.05;360;2880.0;23400.0
0.19;0.45;6;0.0342;0.0615;161;1932.0;21735.0
0.19;0.45;7;0.033;0.091;100;2600.0;25500.0
0.19;0.46;0;0.014;0.04;1683;1683.0;18513.0
0.19;0.46;1;0.014;0.025;2754;2754.0;19278.0
0.19;0.46;2;0.0083;0.0425;4480;2800.0;26880.0
0.19;0.46;3;0.0105;0.0445;2760;3312.0;33120.0
0.19;0.46;4;0.0145;0.0505;1260;3402.0;30240.0
0.19;0.46;5;0.026199999999999998;0.05;360;2880.0;23400.0
0.19;0.46;6;0.0342;0.0615;161;1932.0;21735.0
0.19;0.46;7;0.033;0.091;125;3250.0;31875.0
0.19;0.47;0;0.014;0.04;1683;1683.0;18513.0
0.19;0.47;1;0.014;0.025;2754;2754.0;19278.0
0.19;0.47;2;0.0083;0.0425;4928;3080.0;29568.0
0.19;0.47;3;0.0105;0.0445;2760;3312.0;33120.0
0.19;0.47;4;0.0145;0.0505;1260;3402.0;30240.0
0.19;0.47;5;0.026199999999999998;0.05;360;2880.0;23400.0
0.19;0.47;6;0.0342;0.0615;161;1932.0;21735.0
0.19;0.47;7;0.033;0.091;125;3250.0;31875.0
0.19;0.48;0;0.014;0.04;1836;1836.0;20196.0
0.19;0.48;1;0.014;0.025;2907;2907.0;20349.0
0.19;0.48;2;0.0083;0.0425;4928;3080.0;29568.0
0.19;0.48;3;0.0105;0.0445;2760;3312.0;33120.0
0.19;0.48;4;0.0145;0.0505;1260;3402.0;30240.0
0.19;0.48;5;0.026199999999999998;0.05;360;2880.0;23400.0
0.19;0.48;6;0.0342;0.0615;161;1932.0;21735.0
0.19;0.48;7;0.033;0.091;125;3250.0;31875.0
0.19;0.49;0;0.014;0.04;1836;1836.0;20196.0
0.19;0.49;1;0.014;0.025;2907;2907.0;20349.0
0.19;0.49;2;0.0083;0.0425;4928;3080.0;29568.0
0.19;0.49;3;0.0105;0.0445;3036;3643.2;36432.0
0.19;0.49;4;0.0145;0.0505;1260;3402.0;30240.0
0.19;0.49;5;0.026199999999999998;0.05;360;2880.0;23400.0
0.19;0.49;6;0.0342;0.0615;161;1932.0;21735.0
0.19;0.49;7;0.033;0.091;125;3250.0;31875.0
0.19;0.5;0;0.014;0.04;1836;1836.0;20196.0
0.19;0.5;1;0.014;0.025;3060;3060.0;21420.0
0.19;0.5;2;0.0083;0.0425;4928;3080.0;29568.0
0.19;0.5;3;0.0105;0.0445;3036;3643.2;36432.0
0.19;0.5;4;0.0145;0.0505;1260;3402.0;30240.0
0.19;0.5;5;0.026199999999999998;0.05;400;3200.0;26000.0
0.19;0.5;6;0.0342;0.0615;184;2208.0;24840.0
0.19;0.5;7;0.033;0.091;125;3250.0;31875.0
0.2;0.05;0;0.014;0.04;169;169.0;1859.0
0.2;0.05;1;0.014;0.025;338;338.0;2366.0
0.2;0.05;2;0.0083;0.0425;500;312.5;3000.0
0.2;0.05;3;0.0105;0.0445;307;368.4;3684.0
0.2;0.05;5;0.026199999999999998;0.05;45;360.0;2925.0
0.2;0.06;0;0.014;0.04;169;169.0;1859.0
0.2;0.06;1;0.014;0.025;338;338.0;2366.0
0.2;0.06;2;0.0083;0.0425;500;312.5;3000.0
0.2;0.06;3;0.0105;0.0445;307;368.4;3684.0
0.2;0.06;4;0.0145;0.0505;158;426.6;3792.0
0.2;0.06;5;0.026199999999999998;0.05;45;360.0;2925.0
0.2;0.07;0;0.014;0.04;169;169.0;1859.0
0.2;0.07;1;0.014;0.025;338;338.0;2366.0
0.2;0.07;2;0.0083;0.0425;500;312.5;3000.0
0.2;0.07;3;0.0105;0.0445;307;368.4;3684.0
0.2;0.07;4;0.0145;0.0505;158;426.6;3792.0
0.2;0.07;5;0.026199999999999998;0.05;45;360.0;2925.0
0.2;0.07;6;0.0342;0.0615;26;312.0;3510.0
0.2;0.08;0;0.014;0.04;338;338.0;3718.0
0.2;0.08;1;0.014;0.025;507;507.0;3549.0
0.2;0.08;2;0.0083;0.0425;500;312.5;3000.0
