hull_D;hull_L;batt_MODEL;batt_D;batt_L;total_N;total_CAP;total_MASS
0.2;0.08;3;0.0105;0.0445;307;368.4;3684.0
0.2;0.08;4;0.0145;0.0505;158;426.6;3792.0
0.2;0.08;5;0.026199999999999998;0.05;45;360.0;2925.0
0.2;0.08;6;0.0342;0.0615;26;312.0;3510.0
0.2;0.09;0;0.014;0.04;338;338.0;3718.0
0.2;0.09;1;0.014;0.025;507;507.0;3549.0
0.2;0.09;2;0.0083;0.0425;1000;625.0;6000.0
0.2;0.09;3;0.0105;0.0445;614;736.8;7368.0
0.2;0.09;4;0.0145;0.0505;158;426.6;3792.0
0.2;0.09;5;0.026199999999999998;0.05;45;360.0;2925.0
0.2;0.09;6;0.0342;0.0615;26;312.0;3510.0
0.2;0.1;0;0.014;0.04;338;338.0;3718.0
0.2;0.1;1;0.014;0.025;676;676.0;4732.0
0.2;0.1;2;0.0083;0.0425;1000;625.0;6000.0
0.2;0.1;3;0.0105;0.0445;614;736.8;7368.0
0.2;0.1;4;0.0145;0.0505;158;426.6;3792.0
0.2;0.1;5;0.026199999999999998;0.05;90;720.0;5850.0
0.2;0.1;6;0.0342;0.0615;26;312.0;3510.0
0.2;0.1;7;0.033;0.091;28;728.0;7140.0
0.2;0.11;0;0.014;0.04;338;338.0;3718.0
0.2;0.11;1;0.014;0.025;676;676.0;4732.0
0.2;0.11;2;0.0083;0.0425;1000;625.0;6000.0
0.2;0.11;3;0.0105;0.0445;614;736.8;7368.0
0.2;0.11;4;0.0145;0.0505;316;853.2;7584.0
0.2;0.11;5;0.026199999999999998;0.05;90;720.0;5850.0
0.2;0.11;6;0.0342;0.0615;26;312.0;3510.0
0.2;0.11;7;0.033;0.091;28;728.0;7140.0
0.2;0.12;0;0.014;0.04;507;507.0;5577.0
0.2;0.12;1;0.014;0.025;676;676.0;4732.0
0.2;0.12;2;0.0083;0.0425;1000;625.0;6000.0
0.2;0.12;3;0.0105;0.0445;614;736.8;7368.0
0.2;0.12;4;0.0145;0.0505;316;853.2;7584.0
0.2;0.12;5;0.026199999999999998;0.05;90;720.0;5850.0
0.2;0.12;6;0.0342;0.0615;26;312.0;3510.0
0.2;0.12;7;0.033;0.091;28;728.0;7140.0
0.2;0.13;0;0.014;0.04;507;507.0;5577.0
0.2;0.13;1;0.014;0.025;845;845.0;5915.0
0.2;0.13;2;0.0083;0.0425;1500;937.5;9000.0
0.2;0.13;3;0.0105;0.0445;614;736.8;7368.0
0.2;0.13;4;0.0145;0.0505;316;853.2;7584.0
0.2;0.13;5;0.026199999999999998;0.05;90;720.0;5850.0
0.2;0.13;6;0.0342;0.0615;52;624.0;7020.0
0.2;0.13;7;0.033;0.091;28;728.0;7140.0
0.2;0.14;0;0.014;0.04;507;507.0;5577.0
0.2;0.14;1;0.014;0.025;845;845.0;5915.0
0.2;0.14;2;0.0083;0.0425;1500;937.5;9000.0
0.2;0.14;3;0.0105;0.0445;921;1105.2;11052.0
0.2;0.14;4;0.0145;0.0505;316;853.2;7584.0
0.2;0.14;5;0.026199999999999998;0.05;90;720.0;5850.0
0.2;0.14;6;0.0342;0.0615;52;624.0;7020.0
0.2;0.14;7;0.033;0.091;28;728.0;7140.0
0.2;0.15;0;0.014;0.04;507;507.0;5577.0
0.2;0.15;1;0.014;0.025;1014;1014.0;7098.0
0.2;0.15;2;0.0083;0.0425;1500;937.5;9000.0
0.2;0.15;3;0.0105;0.0445;921;1105.2;11052.0
0.2;0.15;4;0.0145;0.0505;316;853.2;7584.0
0.2;0.15;5;0.026199999999999998;0.05;135;1080.0;8775.0
0.2;0.15;6;0.0342;0.0615;52;624.0;7020.0
0.2;0.15;7;0.033;0.091;28;728.0;7140.0
0.2;0.16;0;0.014;0.04;676;676.0;7436.0
0.2;0.16;1;0.014;0.025;1014;1014.0;7098.0
0.2;0.16;2;0.0083;0.0425;1500;937.5;9000.0
0.2;0.16;3;0.0105;0.0445;921;1105.2;11052.0
0.2;0.16;4;0.0145;0.0505;474;1279.8;11376.0
0.2;0.16;5;0.026199999999999998;0.05;135;1080.0;8775.0
0.2;0.16;6;0.0342;0.0615;52;624.0;7020.0
0.2;0.16;7;0.033;0.091;28;728.0;7140.0
0.2;0.17;0;0.014;0.04;676;676.0;7436.0
0.2;0.17;1;0.014;0.025;1014;1014.0;7098.0
0.2;0.17;2;0.0083;0.0425;2000;1250.0;12000.0
0.2;0.17;3;0.0105;0.0445;921;1105.2;11052.0
0.2;0.17;4;0.0145;0.0505;474;1279.8;11376.0
0.2;0.17;5;0.026199999999999998;0.05;135;1080.0;8775.0
0.2;0.17;6;0.0342;0.0615;52;624.0;7020.0
0.2;0.17;7;0.033;0.091;28;728.0;7140.0
0.2;0.18;0;0.014;0.04;676;676.0;7436.0
0.2;0.18;1;0.014;0.025;1183;1183.0;8281.0
0.2;0.18;2;0.0083;0.0425;2000;1250.0;12000.0
0.2;0.18;3;0.0105;0.0445;1228;1473.6;14736.0
0.2;0.18;4;0.0145;0.0505;474;1279.8;11376.0
0.2;0.18;5;0.026199999999999998;0.05;135;1080.0;8775.0
0.2;0.18;6;0.0342;0.0615;52;624.0;7020.0
0.2;0.18;7;0.033;0.091;28;728.0;7140.0
0.2;0.19;0;0.014;0.04;676;676.0;7436.0
0.2;0.19;1;0.014;0.025;1183;1183.0;8281.0
0.2;0.19;2;0.0083;0.0425;2000;1250.0;12000.0
0.2;0.19;3;0.0105;0.0445;1228;1473.6;14736.0
0.2;0.19;4;0.0145;0.0505;474;1279.8;11376.0
0.2;0.19;5;0.026199999999999998;0.05;135;1080.0;8775.0
0.2;0.19;6;0.0342;0.0615;78;936.0;10530.0
0.2;0.19;7;0.033;0.091;56;1456.0;14280.0
0.2;0.2;0;0.014;0.04;845;845.0;9295.0
0.2;0.2;1;0.014;0.025;1352;1352.0;9464.0
0.2;0.2;2;0.0083;0.0425;2000;1250.0;12000.0
0.2;0.2;3;0.0105;0.0445;1228;1473.6;14736.0
0.2;0.2;4;0.0145;0.0505;474;1279.8;11376.0
0.2;0.2;5;0.026199999999999998;0.05;180;1440.0;11700.0
0.2;0.2;6;0.0342;0.0615;78;936.0;10530.0
0.2;0.2;7;0.033;0.091;56;1456.0;14280.0
0.2;0.21;0;0.014;0.04;845;845.0;9295.0
0.2;0.21;1;0.014;0.025;1352;1352.0;9464.0
0.2;0.21;2;0.0083;0.0425;2000;1250.0;12000.0
0.2;0.21;3;0.0105;0.0445;1228;1473.6;14736.0
0.2;0.21;4;0.0145;0.0505;632;1706.4;15168.0
0.2;0.21;5;0.026199999999999998;0.05;180;1440.0;11700.0
0.2;0.21;6;0.0342;0.0615;78;936.0;10530.0
0.2;0.21;7;0.033;0.091;56;1456.0;14280.0
0.2;0.22;0;0.014;0.04;845;845.0;9295.0
0.2;0.22;1;0.014;0.025;1352;1352.0;9464.0
0.2;0.22;2;0.0083;0.0425;2500;1562.5;15000.0
0.2;0.22;3;0.0105;0.0445;1228;1473.6;14736.0
0.2;0.22;4;0.0145;0.0505;632;1706.4;15168.0
0.2;0.22;5;0.026199999999999998;0.05;180;1440.0;11700.0
0.2;0.22;6;0.0342;0.0615;78;936.0;10530.0
0.2;0.22;7;0.033;0.091;56;1456.0;14280.0
0.2;0.23;0;0.014;0.04;845;845.0;9295.0
0.2;0.23;1;0.014;0.025;1521;1521.0;10647.0
0.2;0.23;2;0.0083;0.0425;2500;1562.5;15000.0
0.2;0.23;3;0.0105;0.0445;1535;1842.0;18420.0
0.2;0.23;4;0.0145;0.0505;632;1706.4;15168.0
0.2;0.23;5;0.026199999999999998;0.05;180;1440.0;11700.0
0.2;0.23;6;0.0342;0.0615;78;936.0;10530.0
0.2;0.23;7;0.033;0.091;56;1456.0;14280.0
0.2;0.24;0;0.014;0.04;1014;1014.0;11154.0
0.2;0.24;1;0.014;0.025;1521;1521.0;10647.0
0.2;0.24;2;0.0083;0.0425;2500;1562.5;15000.0
0.2;0.24;3;0.0105;0.0445;1535;1842.0;18420.0
0.2;0.24;4;0.0145;0.0505;632;1706.4;15168.0
0.2;0.24;5;0.026199999999999998;0.05;180;1440.0;11700.0
0.2;0.24;6;0.0342;0.0615;78;936.0;10530.0
0.2;0.24;7;0.033;0.091;56;1456.0;14280.0
0.2;0.25;0;0.014;0.04;1014;1014.0;11154.0
0.2;0.25;1;0.014;0.025;1690;1690.0;11830.0
0.2;0.25;2;0.0083;0.0425;2500;1562.5;15000.0
0.2;0.25;3;0.0105;0.0445;1535;1842.0;18420.0
0.2;0.25;4;0.0145;0.0505;632;1706.4;15168.0
0.2;0.25;5;0.026199999999999998;0.05;225;1800.0;14625.0
0.2;0.25;6;0.0342;0.0615;104;1248.0;14040.0
0.2;0.25;7;0.033;0.091;56;1456.0;14280.0
0.2;0.26;0;0.014;0.04;1014;1014.0;11154.0
0.2;0.26;1;0.014;0.025;1690;1690.0;11830.0
0.2;0.26;2;0.0083;0.0425;3000;1875.0;18000.0
0.2;0.26;3;0.0105;0.0445;1535;1842.0;18420.0
0.2;0.26;4;0.0145;0.0505;790;2133.0;18960.0
0.2;0.26;5;0.026199999999999998;0.05;225;1800.0;14625.0
0.2;0.26;6;0.0342;0.0615;104;1248.0;14040.0
0.2;0.26;7;0.033;0.091;56;1456.0;14280.0
0.2;0.27;0;0.014;0.04;1014;1014.0;11154.0
0.2;0.27;1;0.014;0.025;1690;1690.0;11830.0
0.2;0.27;2;0.0083;0.0425;3000;1875.0;18000.0
0.2;0.27;3;0.0105;0.0445;1842;2210.4;22104.0
0.2;0.27;4;0.0145;0.0505;790;2133.0;18960.0
0.2;0.27;5;0.026199999999999998;0.05;225;1800.0;14625.0
0.2;0.27;6;0.0342;0.0615;104;1248.0;14040.0
0.2;0.27;7;0.033;0.091;56;1456.0;14280.0
0.2;0.28;0;0.014;0.04;1183;1183.0;13013.0
0.2;0.28;1;0.014;0.025;1859;1859.0;13013.0
0.2;0.28;2;0.0083;0.0425;3000;1875.0;18000.0
0.2;0.28;3;0.0105;0.0445;1842;2210.4;22104.0
0.2;0.28;4;0.0145;0.0505;790;2133.0;18960.0
0.2;0.28;5;0.026199999999999998;0.05;225;1800.0;14625.0
0.2;0.28;6;0.0342;0.0615;104;1248.0;14040.0
0.2;0.28;7;0.033;0.091;84;2184.0;21420.0
0.2;0.29;0;0.014;0.04;1183;1183.0;13013.0
0.2;0.29;1;0.014;0.025;1859;1859.0;13013.0
0.2;0.29;2;0.0083;0.0425;3000;1875.0;18000.0
0.2;0.29;3;0.0105;0.0445;1842;2210.4;22104.0
0.2;0.29;4;0.0145;0.0505;790;2133.0;18960.0
0.2;0.29;5;0.026199999999999998;0.05;225;1800.0;14625.0
0.2;0.29;6;0.0342;0.0615;104;1248.0;14040.0
0.2;0.29;7;0.033;0.091;84;2184.0;21420.0
0.2;0.3;0;0.014;0.04;1183;1183.0;13013.0
0.2;0.3;1;0.014;0.025;2028;2028.0;14196.0
0.2;0.3;2;0.0083;0.0425;3500;2187.5;21000.0
0.2;0.3;3;0.0105;0.0445;1842;2210.4;22104.0
0.2;0.3;4;0.0145;0.0505;790;2133.0;18960.0
0.2;0.3;5;0.026199999999999998;0.05;270;2160.0;17550.0
0.2;0.3;6;0.0342;0.0615;104;1248.0;14040.0
0.2;0.3;7;0.033;0.091;84;2184.0;21420.0
0.2;0.31;0;0.014;0.04;1183;1183.0;13013.0
0.2;0.31;1;0.014;0.025;2028;2028.0;14196.0
0.2;0.31;2;0.0083;0.0425;3500;2187.5;21000.0
0.2;0.31;3;0.0105;0.0445;1842;2210.4;22104.0
0.2;0.31;4;0.0145;0.0505;948;2559.6;22752.0
0.2;0.31;5;0.026199999999999998;0.05;270;2160.0;17550.0
0.2;0.31;6;0.0342;0.0615;130;1560.0;17550.0
0.2;0.31;7;0.033;0.091;84;2184.0;21420.0
0.2;0.32;0;0.014;0.04;1352;1352.0;14872.0
0.2;0.32;1;0.014;0.025;2028;2028.0;14196.0
0.2;0.32;2;0.0083;0.0425;3500;2187.5;21000.0
0.2;0.32;3;0.0105;0.0445;2149;2578.8;25788.0
0.2;0.32;4;0.0145;0.0505;948;2559.6;22752.0
0.2;0.32;5;0.026199999999999998;0.05;270;2160.0;17550.0
0.2;0.32;6;0.0342;0.0615;130;1560.0;17550.0
0.2;0.32;7;0.033;0.091;84;2184.0;21420.0
0.2;0.33;0;0.014;0.04;1352;1352.0;14872.0
0.2;0.33;1;0.014;0.025;2197;2197.0;15379.0
0.2;0.33;2;0.0083;0.0425;3500;2187.5;21000.0
0.2;0.33;3;0.0105;0.0445;2149;2578.8;25788.0
0.2;0.33;4;0.0145;0.0505;948;2559.6;22752.0
0.2;0.33;5;0.026199999999999998;0.05;270;2160.0;17550.0
0.2;0.33;6;0.0342;0.0615;130;1560.0;17550.0
0.2;0.33;7;0.033;0.091;84;2184.0;21420.0
0.2;0.34;0;0.014;0.04;1352;1352.0;14872.0
0.2;0.34;1;0.014;0.025;2197;2197.0;15379.0
0.2;0.34;2;0.0083;0.0425;4000;2500.0;24000.0
0.2;0.34;3;0.0105;0.0445;2149;2578.8;25788.0
0.2;0.34;4;0.0145;0.0505;948;2559.6;22752.0
0.2;0.34;5;0.026199999999999998;0.05;270;2160.0;17550.0
0.2;0.34;6;0.0342;0.0615;130;1560.0;17550.0
0.2;0.34;7;0.033;0.091;84;2184.0;21420.0
0.2;0.35;0;0.014;0.04;1352;1352.0;14872.0
0.2;0.35;1;0.014;0.025;2366;2366.0;16562.0
0.2;0.35;2;0.0083;0.0425;4000;2500.0;24000.0
0.2;0.35;3;0.0105;0.0445;2149;2578.8;25788.0
0.2;0.35;4;0.0145;0.0505;948;2559.6;22752.0
0.2;0.35;5;0.026199999999999998;0.05;315;2520.0;20475.0
0.2;0.35;6;0.0342;0.0615;130;1560.0;17550.0
0.2;0.35;7;0.033;0.091;84;2184.0;21420.0
0.2;0.36;0;0.014;0.04;1521;1521.0;16731.0
0.2;0.36;1;0.014;0.025;2366;2366.0;16562.0
0.2;0.36;2;0.0083;0.0425;4000;2500.0;24000.0
0.2;0.36;3;0.0105;0.0445;2456;2947.2;29472.0
0.2;0.36;4;0.0145;0.0505;1106;2986.2;26544.0
0.2;0.36;5;0.026199999999999998;0.05;315;2520.0;20475.0
0.2;0.36;6;0.0342;0.0615;130;1560.0;17550.0
0.2;0.36;7;0.033;0.091;84;2184.0;21420.0
0.2;0.37;0;0.014;0.04;1521;1521.0;16731.0
0.2;0.37;1;0.014;0.025;2366;2366.0;16562.0
0.2;0.37;2;0.0083;0.0425;4000;2500.0;24000.0
0.2;0.37;3;0.0105;0.0445;2456;2947.2;29472.0
0.2;0.37;4;0.0145;0.0505;1106;2986.2;26544.0
0.2;0.37;5;0.026199999999999998;0.05;315;2520.0;20475.0
0.2;0.37;6;0.0342;0.0615;156;1872.0;21060.0
0.2;0.37;7;0.033;0.091;112;2912.0;28560.0
0.2;0.38;0;0.014;0.04;1521;1521.0;16731.0
0.2;0.38;1;0.014;0.025;2535;2535.0;17745.0
0.2;0.38;2;0.0083;0.0425;4000;2500.0;24000.0
0.2;0.38;3;0.0105;0.0445;2456;2947.2;29472.0
0.2;0.38;4;0.0145;0.0505;1106;2986.2;26544.0
0.2;0.38;5;0.026199999999999998;0.05;315;2520.0;20475.0
0.2;0.38;6;0.0342;0.0615;156;1872.0;21060.0
0.2;0.38;7;0.033;0.091;112;2912.0;28560.0
0.2;0.39;0;0.014;0.04;1521;1521.0;16731.0
0.2;0.39;1;0.014;0.025;2535;2535.0;17745.0
0.2;0.39;2;0.0083;0.0425;4500;2812.5;27000.0
0.2;0.39;3;0.0105;0.0445;2456;2947.2;29472.0
0.2;0.39;4;0.0145;0.0505;1106;2986.2;26544.0
0.2;0.39;5;0.026199999999999998;0.05;315;2520.0;20475.0
0.2;0.39;6;0.0342;0.0615;156;1872.0;21060.0
0.2;0.39;7;0.033;0.091;112;2912.0;28560.0
0.2;0.4;0;0.014;0.04;1690;1690.0;18590.0
0.2;0.4;1;0.014;0.025;2704;2704.0;18928.0
0.2;0.4;2;0.0083;0.0425;4500;2812.5;27000.0
0.2;0.4;3;0.0105;0.0445;2456;2947.2;29472.0
0.2;0.4;4;0.0145;0.0505;1106;2986.2;26544.0
0.2;0.4;5;0.026199999999999998;0.05;360;2880.0;23400.0
0.2;0.4;6;0.0342;0.0615;156;1872.0;21060.0
0.2;0.4;7;0.033;0.091;112;2912.0;28560.0
0.2;0.41;0;0.014;0.04;1690;1690.0;18590.0
0.2;0.41;1;0.014;0.025;2704;2704.0;18928.0
0.2;0.41;2;0.0083;0.0425;4500;2812.5;27000.0
0.2;0.41;3;0.0105;0.0445;2763;3315.6;33156.0
0.2;0.41;4;0.0145;0.0505;1264;3412.8;30336.0
0.2;0.41;5;0.026199999999999998;0.05;360;2880.0;23400.0
0.2;0.41;6;0.0342;0.0615;156;1872.0;21060.0
0.2;0.41;7;0.033;0.091;112;2912.0;28560.0
0.2;0.42;0;0.014;0.04;1690;1690.0;18590.0
0.2;0.42;1;0.014;0.025;2704;2704.0;18928.0
0.2;0.42;2;0.0083;0.0425;4500;2812.5;27000.0
0.2;0.42;3;0.0105;0.0445;2763;3315.6;33156.0
0.2;0.42;4;0.0145;0.0505;1264;3412.8;30336.0
0.2;0.42;5;0.026199999999999998;0.05;360;2880.0;23400.0
0.2;0.42;6;0.0342;0.0615;156;1872.0;21060.0
0.2;0.42;7;0.033;0.091;112;2912.0;28560.0
0.2;0.43;0;0.014;0.04;1690;1690.0;18590.0
0.2;0.43;1;0.014;0.025;2873;2873.0;20111.0
0.2;0.43;2;0.0083;0.0425;5000;3125.0;30000.0
0.2;0.43;3;0.0105;0.0445;2763;3315.6;33156.0
0.2;0.43;4;0.0145;0.0505;1264;3412.8;30336.0
0.2;0.43;5;0.026199999999999998;0.05;360;2880.0;23400.0
0.2;0.43;6;0.0342;0.0615;156;1872.0;21060.0
0.2;0.43;7;0.033;0.091;112;2912.0;28560.0
0.2;0.44;0;0.014;0.04;1859;1859.0;20449.0
0.2;0.44;1;0.014;0.025;2873;2873.0;20111.0
0.2;0.44;2;0.0083;0.0425;5000;3125.0;30000.0
0.2;0.44;3;0.0105;0.0445;2763;3315.6;33156.0
0.2;0.44;4;0.0145;0.0505;1264;3412.8;30336.0
0.2;0.44;5;0.026199999999999998;0.05;360;2880.0;23400.0
0.2;0.44;6;0.0342;0.0615;182;2184.0;24570.0
0.2;0.44;7;0.033;0.091;112;2912.0;28560.0
0.2;0.45;0;0.014;0.04;1859;1859.0;20449.0
0.2;0.45;1;0.014;0.025;3042;3042.0;21294.0
0.2;0.45;2;0.0083;0.0425;5000;3125.0;30000.0
0.2;0.45;3;0.0105;0.0445;3070;3684.0;36840.0
0.2;0.45;4;0.0145;0.0505;1264;3412.8;30336.0
0.2;0.45;5;0.026199999999999998;0.05;405;3240.0;26325.0
0.2;0.45;6;0.0342;0.0615;182;2184.0;24570.0
0.2;0.45;7;0.033;0.091;112;2912.0;28560.0
0.2;0.46;0;0.014;0.04;1859;1859.0;20449.0
0.2;0.46;1;0.014;0.025;3042;3042.0;21294.0
0.2;0.46;2;0.0083;0.0425;5000;3125.0;30000.0
0.2;0.46;3;0.0105;0.0445;3070;3684.0;36840.0
0.2;0.46;4;0.0145;0.0505;1422;3839.4;34128.0
0.2;0.46;5;0.026199999999999998;0.05;405;3240.0;26325.0
0.2;0.46;6;0.0342;0.0615;182;2184.0;24570.0
0.2;0.46;7;0.033;0.091;140;3640.0;35700.0
0.2;0.47;0;0.014;0.04;1859;1859.0;20449.0
0.2;0.47;1;0.014;0.025;3042;3042.0;21294.0
0.2;0.47;2;0.0083;0.0425;5500;3437.5;33000.0
0.2;0.47;3;0.0105;0.0445;3070;3684.0;36840.0
0.2;0.47;4;0.0145;0.0505;1422;3839.4;34128.0
0.2;0.47;5;0.026199999999999998;0.05;405;3240.0;26325.0
0.2;0.47;6;0.0342;0.0615;182;2184.0;24570.0
0.2;0.47;7;0.033;0.091;140;3640.0;35700.0
0.2;0.48;0;0.014;0.04;2028;2028.0;22308.0
0.2;0.48;1;0.014;0.025;3211;3211.0;22477.0
0.2;0.48;2;0.0083;0.0425;5500;3437.5;33000.0
0.2;0.48;3;0.0105;0.0445;3070;3684.0;36840.0
0.2;0.48;4;0.0145;0.0505;1422;3839.4;34128.0
0.2;0.48;5;0.026199999999999998;0.05;405;3240.0;26325.0
0.2;0.48;6;0.0342;0.0615;182;2184.0;24570.0
0.2;0.48;7;0.033;0.091;140;3640.0;35700.0
0.2;0.49;0;0.014;0.04;2028;2028.0;22308.0
0.2;0.49;1;0.014;0.025;3211;3211.0;22477.0
0.2;0.49;2;0.0083;0.0425;5500;3437.5;33000.0
0.2;0.49;3;0.0105;0.0445;3377;4052.4;40524.0
0.2;0.49;4;0.0145;0.0505;1422;3839.4;34128.0
0.2;0.49;5;0.026199999999999998;0.05;405;3240.0;26325.0
0.2;0.49;6;0.0342;0.0615;182;2184.0;24570.0
0.2;0.49;7;0.033;0.091;140;3640.0;35700.0
0.2;0.5;0;0.014;0.04;2028;2028.0;22308.0
0.2;0.5;1;0.014;0.025;3380;3380.0;23660.0
0.2;0.5;2;0.0083;0.0425;5500;3437.5;33000.0
0.2;0.5;3;0.0105;0.0445;3377;4052.4;40524.0
0.2;0.5;4;0.0145;0.0505;1422;3839.4;34128.0
0.2;0.5;5;0.026199999999999998;0.05;450;3600.0;29250.0
0.2;0.5;6;0.0342;0.0615;208;2496.0;28080.0
0.2;0.5;7;0.033;0.091;140;3640.0;35700.0
0.21;0.05;0;0.014;0.04;188;188.0;2068.0
0.21;0.05;1;0.014;0.025;376;376.0;2632.0
0.21;0.05;2;0.0083;0.0425;549;343.125;3294.0
0.21;0.05;3;0.0105;0.0445;339;406.8;4068.0
0.21;0.05;5;0.026199999999999998;0.05;50;400.0;3250.0
0.21;0.06;0;0.014;0.04;188;188.0;2068.0
0.21;0.06;1;0.014;0.025;376;376.0;2632.0
0.21;0.06;2;0.0083;0.0425;549;343.125;3294.0
0.21;0.06;3;0.0105;0.0445;339;406.8;4068.0
0.21;0.06;4;0.0145;0.0505;174;469.8;4176.0
0.21;0.06;5;0.026199999999999998;0.05;50;400.0;3250.0
0.21;0.07;0;0.014;0.04;188;188.0;2068.0
0.21;0.07;1;0.014;0.025;376;376.0;2632.0
0.21;0.07;2;0.0083;0.0425;549;343.125;3294.0
0.21;0.07;3;0.0105;0.0445;339;406.8;4068.0
0.21;0.07;4;0.0145;0.0505;174;469.8;4176.0
0.21;0.07;5;0.026199999999999998;0.05;50;400.0;3250.0
0.21;0.07;6;0.0342;0.0615;29;348.0;3915.0
0.21;0.08;0;0.014;0.04;376;376.0;4136.0
0.21;0.08;1;0.014;0.025;564;564.0;3948.0
0.21;0.08;2;0.0083;0.0425;549;343.125;3294.0
0.21;0.08;3;0.0105;0.0445;339;406.8;4068.0
0.21;0.08;4;0.0145;0.0505;174;469.8;4176.0
0.21;0.08;5;0.026199999999999998;0.05;50;400.0;3250.0
0.21;0.08;6;0.0342;0.0615;29;348.0;3915.0
0.21;0.09;0;0.014;0.04;376;376.0;4136.0
0.21;0.09;1;0.014;0.025;564;564.0;3948.0
0.21;0.09;2;0.0083;0.0425;1098;686.25;6588.0
0.21;0.09;3;0.0105;0.0445;678;813.6;8136.0
0.21;0.09;4;0.0145;0.0505;174;469.8;4176.0
0.21;0.09;5;0.026199999999999998;0.05;50;400.0;3250.0
0.21;0.09;6;0.0342;0.0615;29;348.0;3915.0
0.21;0.1;0;0.014;0.04;376;376.0;4136.0
0.21;0.1;1;0.014;0.025;752;752.0;5264.0
0.21;0.1;2;0.0083;0.0425;1098;686.25;6588.0
0.21;0.1;3;0.0105;0.0445;678;813.6;8136.0
0.21;0.1;4;0.0145;0.0505;174;469.8;4176.0
0.21;0.1;5;0.026199999999999998;0.05;100;800.0;6500.0
0.21;0.1;6;0.0342;0.0615;29;348.0;3915.0
0.21;0.1;7;0.033;0.091;31;806.0;7905.0
0.21;0.11;0;0.014;0.04;376;376.0;4136.0
0.21;0.11;1;0.014;0.025;752;752.0;5264.0
0.21;0.11;2;0.0083;0.0425;1098;686.25;6588.0
0.21;0.11;3;0.0105;0.0445;678;813.6;8136.0
0.21;0.11;4;0.0145;0.0505;348;939.6;8352.0
0.21;0.11;5;0.026199999999999998;0.05;100;800.0;6500.0
0.21;0.11;6;0.0342;0.0615;29;348.0;3915.0
0.21;0.11;7;0.033;0.091;31;806.0;7905.0
0.21;0.12;0;0.014;0.04;564;564.0;6204.0
0.21;0.12;1;0.014;0.025;752;752.0;5264.0
0.21;0.12;2;0.0083;0.0425;1098;686.25;6588.0
0.21;0.12;3;0.0105;0.0445;678;813.6;8136.0
0.21;0.12;4;0.0145;0.0505;348;939.6;8352.0
0.21;0.12;5;0.026199999999999998;0.05;100;800.0;6500.0
0.21;0.12;6;0.0342;0.0615;29;348.0;3915.0
0.21;0.12;7;0.033;0.091;31;806.0;7905.0
0.21;0.13;0;0.014;0.04;564;564.0;6204.0
0.21;0.13;1;0.014;0.025;940;940.0;6580.0
0.21;0.13;2;0.0083;0.0425;1647;1029.375;9882.0
0.21;0.13;3;0.0105;0.0445;678;813.6;8136.0
0.21;0.13;4;0.0145;0.0505;348;939.6;8352.0
0.21;0.13;5;0.026199999999999998;0.05;100;800.0;6500.0
0.21;0.13;6;0.0342;0.0615;58;696.0;7830.0
0.21;0.13;7;0.033;0.091;31;806.0;7905.0
0.21;0.14;0;0.014;0.04;564;564.0;6204.0
0.21;0.14;1;0.014;0.025;940;940.0;6580.0
0.21;0.14;2;0.0083;0.0425;1647;1029.375;9882.0
0.21;0.14;3;0.0105;0.0445;1017;1220.4;12204.0
0.21;0.14;4;0.0145;0.0505;348;939.6;8352.0
0.21;0.14;5;0.026199999999999998;0.05;100;800.0;6500.0
0.21;0.14;6;0.0342;0.0615;58;696.0;7830.0
0.21;0.14;7;0.033;0.091;31;806.0;7905.0
0.21;0.15;0;0.014;0.04;564;564.0;6204.0
0.21;0.15;1;0.014;0.025;1128;1128.0;7896.0
0.21;0.15;2;0.0083;0.0425;1647;1029.375;9882.0
0.21;0.15;3;0.0105;0.0445;1017;1220.4;12204.0
0.21;0.15;4;0.0145;0.0505;348;939.6;8352.0
0.21;0.15;5;0.026199999999999998;0.05;150;1200.0;9750.0
0.21;0.15;6;0.0342;0.0615;58;696.0;7830.0
0.21;0.15;7;0.033;0.091;31;806.0;7905.0
0.21;0.16;0;0.014;0.04;752;752.0;8272.0
0.21;0.16;1;0.014;0.025;1128;1128.0;7896.0
0.21;0.16;2;0.0083;0.0425;1647;1029.375;9882.0
0.21;0.16;3;0.0105;0.0445;1017;1220.4;12204.0
0.21;0.16;4;0.0145;0.0505;522;1409.4;12528.0
0.21;0.16;5;0.026199999999999998;0.05;150;1200.0;9750.0
0.21;0.16;6;0.0342;0.0615;58;696.0;7830.0
0.21;0.16;7;0.033;0.091;31;806.0;7905.0
0.21;0.17;0;0.014;0.04;752;752.0;8272.0
0.21;0.17;1;0.014;0.025;1128;1128.0;7896.0
0.21;0.17;2;0.0083;0.0425;2196;1372.5;13176.0
0.21;0.17;3;0.0105;0.0445;1017;1220.4;12204.0
0.21;0.17;4;0.0145;0.0505;522;1409.4;12528.0
0.21;0.17;5;0.026199999999999998;0.05;150;1200.0;9750.0
0.21;0.17;6;0.0342;0.0615;58;696.0;7830.0
0.21;0.17;7;0.033;0.091;31;806.0;7905.0
0.21;0.18;0;0.014;0.04;752;752.0;8272.0
0.21;0.18;1;0.014;0.025;1316;1316.0;9212.0
0.21;0.18;2;0.0083;0.0425;2196;1372.5;13176.0
0.21;0.18;3;0.0105;0.0445;1356;1627.2;16272.0
0.21;0.18;4;0.0145;0.0505;522;1409.4;12528.0
