sphere_D;batt_MODEL;batt_D;batt_L;total_N;total_CAP;total_MASS
0.666;5;0.026199999999999998;0.05;4311;34488.0;280215.0
0.668;5;0.026199999999999998;0.05;4361;34888.0;283465.0
0.67;5;0.026199999999999998;0.05;4411;35288.0;286715.0
0.672;5;0.026199999999999998;0.05;4450;35600.0;289250.0
0.674;5;0.026199999999999998;0.05;4499;35992.0;292435.0
0.676;5;0.026199999999999998;0.05;4553;36424.0;295945.0
0.678;5;0.026199999999999998;0.05;4594;36752.0;298610.0
0.68;5;0.026199999999999998;0.05;4627;37016.0;300755.0
0.682;5;0.026199999999999998;0.05;4672;37376.0;303680.0
0.684;5;0.026199999999999998;0.05;4716;37728.0;306540.0
0.686;5;0.026199999999999998;0.05;4752;38016.0;308880.0
0.688;5;0.026199999999999998;0.05;4803;38424.0;312195.0
0.69;5;0.026199999999999998;0.05;4847;38776.0;315055.0
0.692;5;0.026199999999999998;0.05;4889;39112.0;317785.0
0.694;5;0.026199999999999998;0.05;4936;39488.0;320840.0
0.696;5;0.026199999999999998;0.05;4981;39848.0;323765.0
0.698;5;0.026199999999999998;0.05;5027;40216.0;326755.0
0.7;5;0.026199999999999998;0.05;5079;40632.0;330135.0
0.702;5;0.026199999999999998;0.05;5121;40968.0;332865.0
0.704;5;0.026199999999999998;0.05;5172;41376.0;336180.0
0.706;5;0.026199999999999998;0.05;5217;41736.0;339105.0
0.708;5;0.026199999999999998;0.05;5258;42064.0;341770.0
0.71;5;0.026199999999999998;0.05;5297;42376.0;344305.0
0.712;5;0.026199999999999998;0.05;5368;42944.0;348920.0
0.714;5;0.026199999999999998;0.05;5416;43328.0;352040.0
0.716;5;0.026199999999999998;0.05;5465;43720.0;355225.0
0.718;5;0.026199999999999998;0.05;5504;44032.0;357760.0
0.72;5;0.026199999999999998;0.05;5561;44488.0;361465.0
0.722;5;0.026199999999999998;0.05;5598;44784.0;363870.0
0.724;5;0.026199999999999998;0.05;5647;45176.0;367055.0
0.726;5;0.026199999999999998;0.05;5691;45528.0;369915.0
0.728;5;0.026199999999999998;0.05;5740;45920.0;373100.0
0.73;5;0.026199999999999998;0.05;5787;46296.0;376155.0
0.732;5;0.026199999999999998;0.05;5828;46624.0;378820.0
0.734;5;0.026199999999999998;0.05;5890;47120.0;382850.0
0.736;5;0.026199999999999998;0.05;5935;47480.0;385775.0
0.738;5;0.026199999999999998;0.05;5984;47872.0;388960.0
0.74;5;0.026199999999999998;0.05;6031;48248.0;392015.0
0.742;5;0.026199999999999998;0.05;6082;48656.0;395330.0
0.744;5;0.026199999999999998;0.05;6129;49032.0;398385.0
0.746;5;0.026199999999999998;0.05;6176;49408.0;401440.0
0.748;5;0.026199999999999998;0.05;6219;49752.0;404235.0
0.75;5;0.026199999999999998;0.05;6271;50168.0;407615.0
0.752;5;0.026199999999999998;0.05;6326;50608.0;411190.0
0.754;5;0.026199999999999998;0.05;6384;51072.0;414960.0
0.756;5;0.026199999999999998;0.05;6455;51640.0;419575.0
0.758;5;0.026199999999999998;0.05;6498;51984.0;422370.0
0.76;5;0.026199999999999998;0.05;6563;52504.0;426595.0
0.762;5;0.026199999999999998;0.05;6612;52896.0;429780.0
0.764;5;0.026199999999999998;0.05;6670;53360.0;433550.0
0.766;5;0.026199999999999998;0.05;6732;53856.0;437580.0
0.768;5;0.026199999999999998;0.05;6798;54384.0;441870.0
0.77;5;0.026199999999999998;0.05;6848;54784.0;445120.0
0.772;5;0.026199999999999998;0.05;6909;55272.0;449085.0
0.774;5;0.026199999999999998;0.05;6972;55776.0;453180.0
0.776;5;0.026199999999999998;0.05;7023;56184.0;456495.0
0.778;5;0.026199999999999998;0.05;7078;56624.0;460070.0
0.78;5;0.026199999999999998;0.05;7140;57120.0;464100.0
0.782;5;0.026199999999999998;0.05;7195;57560.0;467675.0
0.784;5;0.026199999999999998;0.05;7260;58080.0;471900.0
0.786;5;0.026199999999999998;0.05;7309;58472.0;475085.0
0.788;5;0.026199999999999998;0.05;7369;58952.0;478985.0
0.79;5;0.026199999999999998;0.05;7430;59440.0;482950.0
0.792;5;0.026199999999999998;0.05;7492;59936.0;486980.0
0.794;5;0.026199999999999998;0.05;7561;60488.0;491465.0
0.796;5;0.026199999999999998;0.05;7617;60936.0;495105.0
0.798;5;0.026199999999999998;0.05;7678;61424.0;499070.0
0.8;5;0.026199999999999998;0.05;7746;61968.0;503490.0
0.802;5;0.026199999999999998;0.05;7798;62384.0;506870.0
0.804;5;0.026199999999999998;0.05;7870;62960.0;511550.0
0.806;5;0.026199999999999998;0.05;7934;63472.0;515710.0
0.808;5;0.026199999999999998;0.05;7984;63872.0;518960.0
0.81;5;0.026199999999999998;0.05;8043;64344.0;522795.0
0.812;5;0.026199999999999998;0.05;8113;64904.0;527345.0
0.814;5;0.026199999999999998;0.05;8182;65456.0;531830.0
0.816;5;0.026199999999999998;0.05;8243;65944.0;535795.0
0.818;5;0.026199999999999998;0.05;8304;66432.0;539760.0
0.82;5;0.026199999999999998;0.05;8362;66896.0;543530.0
0.822;5;0.026199999999999998;0.05;8418;67344.0;547170.0
0.824;5;0.026199999999999998;0.05;8486;67888.0;551590.0
0.826;5;0.026199999999999998;0.05;8555;68440.0;556075.0
0.828;5;0.026199999999999998;0.05;8615;68920.0;559975.0
0.83;5;0.026199999999999998;0.05;8685;69480.0;564525.0
0.832;5;0.026199999999999998;0.05;8754;70032.0;569010.0
0.834;5;0.026199999999999998;0.05;8813;70504.0;572845.0
0.836;5;0.026199999999999998;0.05;8865;70920.0;576225.0
0.838;5;0.026199999999999998;0.05;8927;71416.0;580255.0
0.84;5;0.026199999999999998;0.05;8995;71960.0;584675.0
0.842;5;0.026199999999999998;0.05;9063;72504.0;589095.0
0.844;5;0.026199999999999998;0.05;9141;73128.0;594165.0
0.846;5;0.026199999999999998;0.05;9201;73608.0;598065.0
0.848;5;0.026199999999999998;0.05;9265;74120.0;602225.0
0.85;5;0.026199999999999998;0.05;9331;74648.0;606515.0
0.852;5;0.026199999999999998;0.05;9400;75200.0;611000.0
0.854;5;0.026199999999999998;0.05;9466;75728.0;615290.0
0.856;5;0.026199999999999998;0.05;9541;76328.0;620165.0
0.858;5;0.026199999999999998;0.05;9606;76848.0;624390.0
0.86;5;0.026199999999999998;0.05;9678;77424.0;629070.0
0.862;5;0.026199999999999998;0.05;9756;78048.0;634140.0
0.864;5;0.026199999999999998;0.05;9826;78608.0;638690.0
0.866;5;0.026199999999999998;0.05;9905;79240.0;643825.0
0.868;5;0.026199999999999998;0.05;9988;79904.0;649220.0
0.87;5;0.026199999999999998;0.05;10071;80568.0;654615.0
0.872;5;0.026199999999999998;0.05;10138;81104.0;658970.0
0.874;5;0.026199999999999998;0.05;10205;81640.0;663325.0
0.876;5;0.026199999999999998;0.05;10270;82160.0;667550.0
0.878;5;0.026199999999999998;0.05;10346;82768.0;672490.0
0.88;5;0.026199999999999998;0.05;10422;83376.0;677430.0
0.882;5;0.026199999999999998;0.05;10506;84048.0;682890.0
0.884;5;0.026199999999999998;0.05;10580;84640.0;687700.0
0.886;5;0.026199999999999998;0.05;10660;85280.0;692900.0
0.888;5;0.026199999999999998;0.05;10745;85960.0;698425.0
0.89;5;0.026199999999999998;0.05;10816;86528.0;703040.0
0.892;5;0.026199999999999998;0.05;10903;87224.0;708695.0
0.894;5;0.026199999999999998;0.05;10968;87744.0;712920.0
0.896;5;0.026199999999999998;0.05;11043;88344.0;717795.0
0.898;5;0.026199999999999998;0.05;11114;88912.0;722410.0
0.9;5;0.026199999999999998;0.05;11203;89624.0;728195.0
0.902;5;0.026199999999999998;0.05;11272;90176.0;732680.0
0.904;5;0.026199999999999998;0.05;11359;90872.0;738335.0
0.906;5;0.026199999999999998;0.05;11434;91472.0;743210.0
0.908;5;0.026199999999999998;0.05;11520;92160.0;748800.0
0.91;5;0.026199999999999998;0.05;11596;92768.0;753740.0
0.912;5;0.026199999999999998;0.05;11664;93312.0;758160.0
0.914;5;0.026199999999999998;0.05;11748;93984.0;763620.0
0.916;5;0.026199999999999998;0.05;11812;94496.0;767780.0
0.918;5;0.026199999999999998;0.05;11908;95264.0;774020.0
0.92;5;0.026199999999999998;0.05;11990;95920.0;779350.0
0.922;5;0.026199999999999998;0.05;12069;96552.0;784485.0
0.924;5;0.026199999999999998;0.05;12142;97136.0;789230.0
0.926;5;0.026199999999999998;0.05;12216;97728.0;794040.0
0.928;5;0.026199999999999998;0.05;12298;98384.0;799370.0
0.93;5;0.026199999999999998;0.05;12375;99000.0;804375.0
0.932;5;0.026199999999999998;0.05;12463;99704.0;810095.0
0.934;5;0.026199999999999998;0.05;12553;100424.0;815945.0
0.936;5;0.026199999999999998;0.05;12627;101016.0;820755.0
0.938;5;0.026199999999999998;0.05;12719;101752.0;826735.0
0.94;5;0.026199999999999998;0.05;12804;102432.0;832260.0
0.942;5;0.026199999999999998;0.05;12888;103104.0;837720.0
0.944;5;0.026199999999999998;0.05;12958;103664.0;842270.0
0.946;5;0.026199999999999998;0.05;13047;104376.0;848055.0
0.948;5;0.026199999999999998;0.05;13138;105104.0;853970.0
0.95;5;0.026199999999999998;0.05;13216;105728.0;859040.0
0.952;5;0.026199999999999998;0.05;13299;106392.0;864435.0
0.954;5;0.026199999999999998;0.05;13384;107072.0;869960.0
0.956;5;0.026199999999999998;0.05;13474;107792.0;875810.0
0.958;5;0.026199999999999998;0.05;13569;108552.0;881985.0
0.96;5;0.026199999999999998;0.05;13663;109304.0;888095.0
0.962;5;0.026199999999999998;0.05;13778;110224.0;895570.0
0.964;5;0.026199999999999998;0.05;13858;110864.0;900770.0
0.966;5;0.026199999999999998;0.05;13956;111648.0;907140.0
0.968;5;0.026199999999999998;0.05;14024;112192.0;911560.0
0.97;5;0.026199999999999998;0.05;14128;113024.0;918320.0
0.972;5;0.026199999999999998;0.05;14222;113776.0;924430.0
0.974;5;0.026199999999999998;0.05;14326;114608.0;931190.0
0.976;5;0.026199999999999998;0.05;14420;115360.0;937300.0
0.978;5;0.026199999999999998;0.05;14498;115984.0;942370.0
0.98;5;0.026199999999999998;0.05;14595;116760.0;948675.0
0.982;5;0.026199999999999998;0.05;14694;117552.0;955110.0
0.984;5;0.026199999999999998;0.05;14787;118296.0;961155.0
0.986;5;0.026199999999999998;0.05;14885;119080.0;967525.0
0.988;5;0.026199999999999998;0.05;14970;119760.0;973050.0
0.99;5;0.026199999999999998;0.05;15067;120536.0;979355.0
0.992;5;0.026199999999999998;0.05;15167;121336.0;985855.0
0.994;5;0.026199999999999998;0.05;15276;122208.0;992940.0
0.996;5;0.026199999999999998;0.05;15374;122992.0;999310.0
0.998;5;0.026199999999999998;0.05;15461;123688.0;1004965.0
1.0;5;0.026199999999999998;0.05;15556;124448.0;1011140.0
0.072;6;0.0342;0.0615;1;12.0;135.0
0.074;6;0.0342;0.0615;1;12.0;135.0
0.076;6;0.0342;0.0615;1;12.0;135.0
0.078;6;0.0342;0.0615;1;12.0;135.0
0.08;6;0.0342;0.0615;1;12.0;135.0
0.082;6;0.0342;0.0615;1;12.0;135.0
0.084;6;0.0342;0.0615;1;12.0;135.0
0.086;6;0.0342;0.0615;1;12.0;135.0
0.088;6;0.0342;0.0615;1;12.0;135.0
0.09;6;0.0342;0.0615;1;12.0;135.0
0.092;6;0.0342;0.0615;1;12.0;135.0
0.094;6;0.0342;0.0615;2;24.0;270.0
0.096;6;0.0342;0.0615;2;24.0;270.0
0.098;6;0.0342;0.0615;3;36.0;405.0
0.1;6;0.0342;0.0615;3;36.0;405.0
0.102;6;0.0342;0.0615;3;36.0;405.0
0.104;6;0.0342;0.0615;3;36.0;405.0
0.106;6;0.0342;0.0615;4;48.0;540.0
0.108;6;0.0342;0.0615;4;48.0;540.0
0.11;6;0.0342;0.0615;4;48.0;540.0
0.112;6;0.0342;0.0615;4;48.0;540.0
0.114;6;0.0342;0.0615;5;60.0;675.0
0.116;6;0.0342;0.0615;5;60.0;675.0
0.118;6;0.0342;0.0615;5;60.0;675.0
0.12;6;0.0342;0.0615;5;60.0;675.0
0.122;6;0.0342;0.0615;7;84.0;945.0
0.124;6;0.0342;0.0615;7;84.0;945.0
0.126;6;0.0342;0.0615;7;84.0;945.0
0.128;6;0.0342;0.0615;7;84.0;945.0
0.13;6;0.0342;0.0615;8;96.0;1080.0
0.132;6;0.0342;0.0615;8;96.0;1080.0
0.134;6;0.0342;0.0615;8;96.0;1080.0
0.136;6;0.0342;0.0615;8;96.0;1080.0
0.138;6;0.0342;0.0615;8;96.0;1080.0
0.14;6;0.0342;0.0615;9;108.0;1215.0
0.142;6;0.0342;0.0615;9;108.0;1215.0
0.144;6;0.0342;0.0615;9;108.0;1215.0
0.146;6;0.0342;0.0615;10;120.0;1350.0
0.148;6;0.0342;0.0615;10;120.0;1350.0
0.15;6;0.0342;0.0615;11;132.0;1485.0
0.152;6;0.0342;0.0615;12;144.0;1620.0
0.154;6;0.0342;0.0615;12;144.0;1620.0
0.156;6;0.0342;0.0615;12;144.0;1620.0
0.158;6;0.0342;0.0615;12;144.0;1620.0
0.16;6;0.0342;0.0615;13;156.0;1755.0
0.162;6;0.0342;0.0615;13;156.0;1755.0
0.164;6;0.0342;0.0615;14;168.0;1890.0
0.166;6;0.0342;0.0615;14;168.0;1890.0
0.168;6;0.0342;0.0615;15;180.0;2025.0
0.17;6;0.0342;0.0615;16;192.0;2160.0
0.172;6;0.0342;0.0615;16;192.0;2160.0
0.174;6;0.0342;0.0615;16;192.0;2160.0
0.176;6;0.0342;0.0615;17;204.0;2295.0
0.178;6;0.0342;0.0615;17;204.0;2295.0
0.18;6;0.0342;0.0615;19;228.0;2565.0
0.182;6;0.0342;0.0615;19;228.0;2565.0
0.184;6;0.0342;0.0615;19;228.0;2565.0
0.186;6;0.0342;0.0615;19;228.0;2565.0
0.188;6;0.0342;0.0615;22;264.0;2970.0
0.19;6;0.0342;0.0615;22;264.0;2970.0
0.192;6;0.0342;0.0615;23;276.0;3105.0
0.194;6;0.0342;0.0615;23;276.0;3105.0
0.196;6;0.0342;0.0615;23;276.0;3105.0
0.198;6;0.0342;0.0615;26;312.0;3510.0
0.2;6;0.0342;0.0615;29;348.0;3915.0
0.202;6;0.0342;0.0615;29;348.0;3915.0
0.204;6;0.0342;0.0615;32;384.0;4320.0
0.206;6;0.0342;0.0615;32;384.0;4320.0
0.208;6;0.0342;0.0615;35;420.0;4725.0
0.21;6;0.0342;0.0615;36;432.0;4860.0
0.212;6;0.0342;0.0615;41;492.0;5535.0
0.214;6;0.0342;0.0615;41;492.0;5535.0
0.216;6;0.0342;0.0615;42;504.0;5670.0
0.218;6;0.0342;0.0615;44;528.0;5940.0
0.22;6;0.0342;0.0615;45;540.0;6075.0
0.222;6;0.0342;0.0615;46;552.0;6210.0
0.224;6;0.0342;0.0615;48;576.0;6480.0
0.226;6;0.0342;0.0615;49;588.0;6615.0
0.228;6;0.0342;0.0615;51;612.0;6885.0
0.23;6;0.0342;0.0615;54;648.0;7290.0
0.232;6;0.0342;0.0615;57;684.0;7695.0
0.234;6;0.0342;0.0615;57;684.0;7695.0
0.236;6;0.0342;0.0615;59;708.0;7965.0
0.238;6;0.0342;0.0615;62;744.0;8370.0
0.24;6;0.0342;0.0615;63;756.0;8505.0
0.242;6;0.0342;0.0615;67;804.0;9045.0
0.244;6;0.0342;0.0615;69;828.0;9315.0
0.246;6;0.0342;0.0615;69;828.0;9315.0
0.248;6;0.0342;0.0615;72;864.0;9720.0
0.25;6;0.0342;0.0615;77;924.0;10395.0
0.252;6;0.0342;0.0615;78;936.0;10530.0
0.254;6;0.0342;0.0615;78;936.0;10530.0
0.256;6;0.0342;0.0615;80;960.0;10800.0
0.258;6;0.0342;0.0615;83;996.0;11205.0
0.26;6;0.0342;0.0615;84;1008.0;11340.0
0.262;6;0.0342;0.0615;85;1020.0;11475.0
0.264;6;0.0342;0.0615;87;1044.0;11745.0
0.266;6;0.0342;0.0615;90;1080.0;12150.0
0.268;6;0.0342;0.0615;93;1116.0;12555.0
0.27;6;0.0342;0.0615;94;1128.0;12690.0
0.272;6;0.0342;0.0615;96;1152.0;12960.0
0.274;6;0.0342;0.0615;101;1212.0;13635.0
0.276;6;0.0342;0.0615;102;1224.0;13770.0
0.278;6;0.0342;0.0615;105;1260.0;14175.0
0.28;6;0.0342;0.0615;108;1296.0;14580.0
0.282;6;0.0342;0.0615;110;1320.0;14850.0
0.284;6;0.0342;0.0615;111;1332.0;14985.0
0.286;6;0.0342;0.0615;114;1368.0;15390.0
0.288;6;0.0342;0.0615;117;1404.0;15795.0
0.29;6;0.0342;0.0615;121;1452.0;16335.0
0.292;6;0.0342;0.0615;121;1452.0;16335.0
0.294;6;0.0342;0.0615;123;1476.0;16605.0
0.296;6;0.0342;0.0615;126;1512.0;17010.0
0.298;6;0.0342;0.0615;131;1572.0;17685.0
0.3;6;0.0342;0.0615;132;1584.0;17820.0
0.302;6;0.0342;0.0615;133;1596.0;17955.0
0.304;6;0.0342;0.0615;136;1632.0;18360.0
0.306;6;0.0342;0.0615;141;1692.0;19035.0
0.308;6;0.0342;0.0615;141;1692.0;19035.0
0.31;6;0.0342;0.0615;144;1728.0;19440.0
0.312;6;0.0342;0.0615;146;1752.0;19710.0
0.314;6;0.0342;0.0615;151;1812.0;20385.0
0.316;6;0.0342;0.0615;154;1848.0;20790.0
0.318;6;0.0342;0.0615;159;1908.0;21465.0
0.32;6;0.0342;0.0615;165;1980.0;22275.0
0.322;6;0.0342;0.0615;170;2040.0;22950.0
0.324;6;0.0342;0.0615;173;2076.0;23355.0
0.326;6;0.0342;0.0615;180;2160.0;24300.0
0.328;6;0.0342;0.0615;184;2208.0;24840.0
0.33;6;0.0342;0.0615;187;2244.0;25245.0
0.332;6;0.0342;0.0615;192;2304.0;25920.0
0.334;6;0.0342;0.0615;196;2352.0;26460.0
0.336;6;0.0342;0.0615;200;2400.0;27000.0
0.338;6;0.0342;0.0615;209;2508.0;28215.0
0.34;6;0.0342;0.0615;210;2520.0;28350.0
0.342;6;0.0342;0.0615;213;2556.0;28755.0
0.344;6;0.0342;0.0615;220;2640.0;29700.0
0.346;6;0.0342;0.0615;227;2724.0;30645.0
0.348;6;0.0342;0.0615;230;2760.0;31050.0
0.35;6;0.0342;0.0615;236;2832.0;31860.0
0.352;6;0.0342;0.0615;243;2916.0;32805.0
0.354;6;0.0342;0.0615;247;2964.0;33345.0
0.356;6;0.0342;0.0615;249;2988.0;33615.0
0.358;6;0.0342;0.0615;253;3036.0;34155.0
0.36;6;0.0342;0.0615;256;3072.0;34560.0
0.362;6;0.0342;0.0615;263;3156.0;35505.0
0.364;6;0.0342;0.0615;268;3216.0;36180.0
0.366;6;0.0342;0.0615;275;3300.0;37125.0
0.368;6;0.0342;0.0615;283;3396.0;38205.0
0.37;6;0.0342;0.0615;285;3420.0;38475.0
0.372;6;0.0342;0.0615;288;3456.0;38880.0
0.374;6;0.0342;0.0615;295;3540.0;39825.0
0.376;6;0.0342;0.0615;300;3600.0;40500.0
0.378;6;0.0342;0.0615;305;3660.0;41175.0
0.38;6;0.0342;0.0615;312;3744.0;42120.0
0.382;6;0.0342;0.0615;316;3792.0;42660.0
0.384;6;0.0342;0.0615;321;3852.0;43335.0
0.386;6;0.0342;0.0615;330;3960.0;44550.0
0.388;6;0.0342;0.0615;333;3996.0;44955.0
0.39;6;0.0342;0.0615;336;4032.0;45360.0
0.392;6;0.0342;0.0615;345;4140.0;46575.0
0.394;6;0.0342;0.0615;354;4248.0;47790.0
0.396;6;0.0342;0.0615;355;4260.0;47925.0
0.398;6;0.0342;0.0615;360;4320.0;48600.0
0.4;6;0.0342;0.0615;365;4380.0;49275.0
0.402;6;0.0342;0.0615;371;4452.0;50085.0
0.404;6;0.0342;0.0615;378;4536.0;51030.0
0.406;6;0.0342;0.0615;381;4572.0;51435.0
0.408;6;0.0342;0.0615;391;4692.0;52785.0
0.41;6;0.0342;0.0615;396;4752.0;53460.0
0.412;6;0.0342;0.0615;401;4812.0;54135.0
0.414;6;0.0342;0.0615;406;4872.0;54810.0
0.416;6;0.0342;0.0615;414;4968.0;55890.0
0.418;6;0.0342;0.0615;421;5052.0;56835.0
0.42;6;0.0342;0.0615;426;5112.0;57510.0
0.422;6;0.0342;0.0615;431;5172.0;58185.0
0.424;6;0.0342;0.0615;436;5232.0;58860.0
0.426;6;0.0342;0.0615;443;5316.0;59805.0
0.428;6;0.0342;0.0615;450;5400.0;60750.0
0.43;6;0.0342;0.0615;455;5460.0;61425.0
0.432;6;0.0342;0.0615;460;5520.0;62100.0
0.434;6;0.0342;0.0615;468;5616.0;63180.0
0.436;6;0.0342;0.0615;473;5676.0;63855.0
0.438;6;0.0342;0.0615;484;5808.0;65340.0
0.44;6;0.0342;0.0615;494;5928.0;66690.0
0.442;6;0.0342;0.0615;501;6012.0;67635.0
0.444;6;0.0342;0.0615;514;6168.0;69390.0
0.446;6;0.0342;0.0615;521;6252.0;70335.0
0.448;6;0.0342;0.0615;527;6324.0;71145.0
0.45;6;0.0342;0.0615;540;6480.0;72900.0
0.452;6;0.0342;0.0615;547;6564.0;73845.0
0.454;6;0.0342;0.0615;556;6672.0;75060.0
0.456;6;0.0342;0.0615;566;6792.0;76410.0
0.458;6;0.0342;0.0615;573;6876.0;77355.0
0.46;6;0.0342;0.0615;582;6984.0;78570.0
0.462;6;0.0342;0.0615;593;7116.0;80055.0
0.464;6;0.0342;0.0615;603;7236.0;81405.0
0.466;6;0.0342;0.0615;612;7344.0;82620.0
0.468;6;0.0342;0.0615;622;7464.0;83970.0
0.47;6;0.0342;0.0615;629;7548.0;84915.0
0.472;6;0.0342;0.0615;640;7680.0;86400.0
0.474;6;0.0342;0.0615;650;7800.0;87750.0
0.476;6;0.0342;0.0615;662;7944.0;89370.0
0.478;6;0.0342;0.0615;667;8004.0;90045.0
0.48;6;0.0342;0.0615;680;8160.0;91800.0
0.482;6;0.0342;0.0615;688;8256.0;92880.0
0.484;6;0.0342;0.0615;695;8340.0;93825.0
0.486;6;0.0342;0.0615;706;8472.0;95310.0
0.488;6;0.0342;0.0615;716;8592.0;96660.0
0.49;6;0.0342;0.0615;727;8724.0;98145.0
0.492;6;0.0342;0.0615;741;8892.0;100035.0
0.494;6;0.0342;0.0615;752;9024.0;101520.0
0.496;6;0.0342;0.0615;760;9120.0;102600.0
0.498;6;0.0342;0.0615;769;9228.0;103815.0
0.5;6;0.0342;0.0615;781;9372.0;105435.0
0.502;6;0.0342;0.0615;790;9480.0;106650.0
0.504;6;0.0342;0.0615;802;9624.0;108270.0
0.506;6;0.0342;0.0615;807;9684.0;108945.0
0.508;6;0.0342;0.0615;820;9840.0;110700.0
0.51;6;0.0342;0.0615;830;9960.0;112050.0
0.512;6;0.0342;0.0615;837;10044.0;112995.0
0.514;6;0.0342;0.0615;851;10212.0;114885.0
0.516;6;0.0342;0.0615;863;10356.0;116505.0
0.518;6;0.0342;0.0615;875;10500.0;118125.0
0.52;6;0.0342;0.0615;882;10584.0;119070.0
0.522;6;0.0342;0.0615;894;10728.0;120690.0
0.524;6;0.0342;0.0615;906;10872.0;122310.0
0.526;6;0.0342;0.0615;915;10980.0;123525.0
0.528;6;0.0342;0.0615;922;11064.0;124470.0
0.53;6;0.0342;0.0615;934;11208.0;126090.0
0.532;6;0.0342;0.0615;948;11376.0;127980.0
0.534;6;0.0342;0.0615;957;11484.0;129195.0
0.536;6;0.0342;0.0615;966;11592.0;130410.0
0.538;6;0.0342;0.0615;974;11688.0;131490.0
0.54;6;0.0342;0.0615;985;11820.0;132975.0
0.542;6;0.0342;0.0615;998;11976.0;134730.0
0.544;6;0.0342;0.0615;1008;12096.0;136080.0
0.546;6;0.0342;0.0615;1020;12240.0;137700.0
0.548;6;0.0342;0.0615;1034;12408.0;139590.0
0.55;6;0.0342;0.0615;1051;12612.0;141885.0
0.552;6;0.0342;0.0615;1065;12780.0;143775.0
0.554;6;0.0342;0.0615;1076;12912.0;145260.0
0.556;6;0.0342;0.0615;1086;13032.0;146610.0
0.558;6;0.0342;0.0615;1098;13176.0;148230.0
0.56;6;0.0342;0.0615;1117;13404.0;150795.0
0.562;6;0.0342;0.0615;1127;13524.0;152145.0
0.564;6;0.0342;0.0615;1141;13692.0;154035.0
0.566;6;0.0342;0.0615;1152;13824.0;155520.0
0.568;6;0.0342;0.0615;1163;13956.0;157005.0
0.57;6;0.0342;0.0615;1177;14124.0;158895.0
0.572;6;0.0342;0.0615;1195;14340.0;161325.0
0.574;6;0.0342;0.0615;1210;14520.0;163350.0
0.576;6;0.0342;0.0615;1228;14736.0;165780.0
0.578;6;0.0342;0.0615;1239;14868.0;167265.0
0.58;6;0.0342;0.0615;1255;15060.0;169425.0
0.582;6;0.0342;0.0615;1269;15228.0;171315.0
0.584;6;0.0342;0.0615;1288;15456.0;173880.0
0.586;6;0.0342;0.0615;1302;15624.0;175770.0
0.588;6;0.0342;0.0615;1319;15828.0;178065.0
0.59;6;0.0342;0.0615;1335;16020.0;180225.0
0.592;6;0.0342;0.0615;1349;16188.0;182115.0
0.594;6;0.0342;0.0615;1362;16344.0;183870.0
0.596;6;0.0342;0.0615;1382;16584.0;186570.0
0.598;6;0.0342;0.0615;1396;16752.0;188460.0
0.6;6;0.0342;0.0615;1409;16908.0;190215.0
0.602;6;0.0342;0.0615;1428;17136.0;192780.0
0.604;6;0.0342;0.0615;1440;17280.0;194400.0
0.606;6;0.0342;0.0615;1460;17520.0;197100.0
0.608;6;0.0342;0.0615;1474;17688.0;198990.0
0.61;6;0.0342;0.0615;1491;17892.0;201285.0
0.612;6;0.0342;0.0615;1508;18096.0;203580.0
0.614;6;0.0342;0.0615;1519;18228.0;205065.0
0.616;6;0.0342;0.0615;1537;18444.0;207495.0
0.618;6;0.0342;0.0615;1554;18648.0;209790.0
0.62;6;0.0342;0.0615;1568;18816.0;211680.0
0.622;6;0.0342;0.0615;1590;19080.0;214650.0
0.624;6;0.0342;0.0615;1603;19236.0;216405.0
0.626;6;0.0342;0.0615;1618;19416.0;218430.0
0.628;6;0.0342;0.0615;1636;19632.0;220860.0
0.63;6;0.0342;0.0615;1652;19824.0;223020.0
0.632;6;0.0342;0.0615;1673;20076.0;225855.0
0.634;6;0.0342;0.0615;1690;20280.0;228150.0
0.636;6;0.0342;0.0615;1706;20472.0;230310.0
0.638;6;0.0342;0.0615;1724;20688.0;232740.0
0.64;6;0.0342;0.0615;1740;20880.0;234900.0
0.642;6;0.0342;0.0615;1753;21036.0;236655.0
0.644;6;0.0342;0.0615;1771;21252.0;239085.0
0.646;6;0.0342;0.0615;1789;21468.0;241515.0
0.648;6;0.0342;0.0615;1805;21660.0;243675.0
0.65;6;0.0342;0.0615;1822;21864.0;245970.0
0.652;6;0.0342;0.0615;1840;22080.0;248400.0
0.654;6;0.0342;0.0615;1861;22332.0;251235.0
0.656;6;0.0342;0.0615;1876;22512.0;253260.0
0.658;6;0.0342;0.0615;1887;22644.0;254745.0
0.66;6;0.0342;0.0615;1906;22872.0;257310.0
0.662;6;0.0342;0.0615;1927;23124.0;260145.0
0.664;6;0.0342;0.0615;1941;23292.0;262035.0
0.666;6;0.0342;0.0615;1961;23532.0;264735.0
0.668;6;0.0342;0.0615;1981;23772.0;267435.0
0.67;6;0.0342;0.0615;2001;24012.0;270135.0
0.672;6;0.0342;0.0615;2015;24180.0;272025.0
0.674;6;0.0342;0.0615;2033;24396.0;274455.0
0.676;6;0.0342;0.0615;2053;24636.0;277155.0
0.678;6;0.0342;0.0615;2072;24864.0;279720.0
0.68;6;0.0342;0.0615;2092;25104.0;282420.0
0.682;6;0.0342;0.0615;2114;25368.0;285390.0
0.684;6;0.0342;0.0615;2133;25596.0;287955.0
0.686;6;0.0342;0.0615;2159;25908.0;291465.0
