sphere_D;batt_MODEL;batt_D;batt_L;total_N;total_CAP;total_MASS
0.406;3;0.0105;0.0445;6487;7784.4;77844.0
0.408;3;0.0105;0.0445;6592;7910.4;79104.0
0.41;3;0.0105;0.0445;6731;8077.2;80772.0
0.412;3;0.0105;0.0445;6830;8196.0;81960.0
0.414;3;0.0105;0.0445;6950;8340.0;83400.0
0.416;3;0.0105;0.0445;7050;8460.0;84600.0
0.418;3;0.0105;0.0445;7196;8635.2;86352.0
0.42;3;0.0105;0.0445;7324;8788.8;87888.0
0.422;3;0.0105;0.0445;7451;8941.2;89412.0
0.424;3;0.0105;0.0445;7557;9068.4;90684.0
0.426;3;0.0105;0.0445;7681;9217.2;92172.0
0.428;3;0.0105;0.0445;7796;9355.2;93552.0
0.43;3;0.0105;0.0445;7918;9501.6;95016.0
0.432;3;0.0105;0.0445;8051;9661.2;96612.0
0.434;3;0.0105;0.0445;8182;9818.4;98184.0
0.436;3;0.0105;0.0445;8296;9955.2;99552.0
0.438;3;0.0105;0.0445;8408;10089.6;100896.0
0.44;3;0.0105;0.0445;8544;10252.8;102528.0
0.442;3;0.0105;0.0445;8648;10377.6;103776.0
0.444;3;0.0105;0.0445;8804;10564.8;105648.0
0.446;3;0.0105;0.0445;8932;10718.4;107184.0
0.448;3;0.0105;0.0445;9038;10845.6;108456.0
0.45;3;0.0105;0.0445;9173;11007.6;110076.0
0.452;3;0.0105;0.0445;9287;11144.4;111444.0
0.454;3;0.0105;0.0445;9431;11317.2;113172.0
0.456;3;0.0105;0.0445;9610;11532.0;115320.0
0.458;3;0.0105;0.0445;9724;11668.8;116688.0
0.46;3;0.0105;0.0445;9861;11833.2;118332.0
0.462;3;0.0105;0.0445;9989;11986.8;119868.0
0.464;3;0.0105;0.0445;10114;12136.8;121368.0
0.466;3;0.0105;0.0445;10242;12290.4;122904.0
0.468;3;0.0105;0.0445;10372;12446.4;124464.0
0.47;3;0.0105;0.0445;10481;12577.2;125772.0
0.472;3;0.0105;0.0445;10672;12806.4;128064.0
0.474;3;0.0105;0.0445;10792;12950.4;129504.0
0.476;3;0.0105;0.0445;10901;13081.2;130812.0
0.478;3;0.0105;0.0445;11054;13264.8;132648.0
0.48;3;0.0105;0.0445;11183;13419.6;134196.0
0.482;3;0.0105;0.0445;11315;13578.0;135780.0
0.484;3;0.0105;0.0445;11458;13749.6;137496.0
0.486;3;0.0105;0.0445;11622;13946.4;139464.0
0.488;3;0.0105;0.0445;11762;14114.4;141144.0
0.49;3;0.0105;0.0445;11924;14308.8;143088.0
0.492;3;0.0105;0.0445;12060;14472.0;144720.0
0.494;3;0.0105;0.0445;12230;14676.0;146760.0
0.496;3;0.0105;0.0445;12375;14850.0;148500.0
0.498;3;0.0105;0.0445;12568;15081.6;150816.0
0.5;3;0.0105;0.0445;12735;15282.0;152820.0
0.502;3;0.0105;0.0445;12907;15488.4;154884.0
0.504;3;0.0105;0.0445;13139;15766.8;157668.0
0.506;3;0.0105;0.0445;13340;16008.0;160080.0
0.508;3;0.0105;0.0445;13493;16191.6;161916.0
0.51;3;0.0105;0.0445;13648;16377.6;163776.0
0.512;3;0.0105;0.0445;13858;16629.6;166296.0
0.514;3;0.0105;0.0445;14026;16831.2;168312.0
0.516;3;0.0105;0.0445;14189;17026.8;170268.0
0.518;3;0.0105;0.0445;14370;17244.0;172440.0
0.52;3;0.0105;0.0445;14554;17464.8;174648.0
0.522;3;0.0105;0.0445;14778;17733.6;177336.0
0.524;3;0.0105;0.0445;14933;17919.6;179196.0
0.526;3;0.0105;0.0445;15115;18138.0;181380.0
0.528;3;0.0105;0.0445;15330;18396.0;183960.0
0.53;3;0.0105;0.0445;15484;18580.8;185808.0
0.532;3;0.0105;0.0445;15669;18802.8;188028.0
0.534;3;0.0105;0.0445;15857;19028.4;190284.0
0.536;3;0.0105;0.0445;16070;19284.0;192840.0
0.538;3;0.0105;0.0445;16211;19453.2;194532.0
0.54;3;0.0105;0.0445;16449;19738.8;197388.0
0.542;3;0.0105;0.0445;16630;19956.0;199560.0
0.544;3;0.0105;0.0445;16812;20174.4;201744.0
0.546;3;0.0105;0.0445;17007;20408.4;204084.0
0.548;3;0.0105;0.0445;17200;20640.0;206400.0
0.55;3;0.0105;0.0445;17380;20856.0;208560.0
0.552;3;0.0105;0.0445;17565;21078.0;210780.0
0.554;3;0.0105;0.0445;17742;21290.4;212904.0
0.556;3;0.0105;0.0445;17926;21511.2;215112.0
0.558;3;0.0105;0.0445;18136;21763.2;217632.0
0.56;3;0.0105;0.0445;18344;22012.8;220128.0
0.562;3;0.0105;0.0445;18580;22296.0;222960.0
0.564;3;0.0105;0.0445;18804;22564.8;225648.0
0.566;3;0.0105;0.0445;18984;22780.8;227808.0
0.568;3;0.0105;0.0445;19192;23030.4;230304.0
0.57;3;0.0105;0.0445;19347;23216.4;232164.0
0.572;3;0.0105;0.0445;19555;23466.0;234660.0
0.574;3;0.0105;0.0445;19770;23724.0;237240.0
0.576;3;0.0105;0.0445;19945;23934.0;239340.0
0.578;3;0.0105;0.0445;20156;24187.2;241872.0
0.58;3;0.0105;0.0445;20320;24384.0;243840.0
0.582;3;0.0105;0.0445;20549;24658.8;246588.0
0.584;3;0.0105;0.0445;20742;24890.4;248904.0
0.586;3;0.0105;0.0445;21028;25233.6;252336.0
0.588;3;0.0105;0.0445;21228;25473.6;254736.0
0.59;3;0.0105;0.0445;21423;25707.6;257076.0
0.592;3;0.0105;0.0445;21579;25894.8;258948.0
0.594;3;0.0105;0.0445;21800;26160.0;261600.0
0.596;3;0.0105;0.0445;22000;26400.0;264000.0
0.598;3;0.0105;0.0445;22181;26617.2;266172.0
0.6;3;0.0105;0.0445;22364;26836.8;268368.0
0.602;3;0.0105;0.0445;22569;27082.8;270828.0
0.604;3;0.0105;0.0445;22774;27328.8;273288.0
0.606;3;0.0105;0.0445;22959;27550.8;275508.0
0.608;3;0.0105;0.0445;23165;27798.0;277980.0
0.61;3;0.0105;0.0445;23360;28032.0;280320.0
0.612;3;0.0105;0.0445;23567;28280.4;282804.0
0.614;3;0.0105;0.0445;23738;28485.6;284856.0
0.616;3;0.0105;0.0445;23909;28690.8;286908.0
0.618;3;0.0105;0.0445;24071;28885.2;288852.0
0.62;3;0.0105;0.0445;24257;29108.4;291084.0
0.622;3;0.0105;0.0445;24403;29283.6;292836.0
0.624;3;0.0105;0.0445;24586;29503.2;295032.0
0.626;3;0.0105;0.0445;24758;29709.6;297096.0
0.628;3;0.0105;0.0445;24899;29878.8;298788.0
0.63;3;0.0105;0.0445;25102;30122.4;301224.0
0.632;3;0.0105;0.0445;25228;30273.6;302736.0
0.634;3;0.0105;0.0445;25416;30499.2;304992.0
0.636;3;0.0105;0.0445;25613;30735.6;307356.0
0.638;3;0.0105;0.0445;25760;30912.0;309120.0
0.64;3;0.0105;0.0445;25942;31130.4;311304.0
0.642;3;0.0105;0.0445;26088;31305.6;313056.0
0.644;3;0.0105;0.0445;26308;31569.6;315696.0
0.646;3;0.0105;0.0445;26427;31712.4;317124.0
0.648;3;0.0105;0.0445;26623;31947.6;319476.0
0.65;3;0.0105;0.0445;26787;32144.4;321444.0
0.652;3;0.0105;0.0445;26968;32361.6;323616.0
0.654;3;0.0105;0.0445;27098;32517.6;325176.0
0.656;3;0.0105;0.0445;27235;32682.0;326820.0
0.658;3;0.0105;0.0445;27370;32844.0;328440.0
0.66;3;0.0105;0.0445;27525;33030.0;330300.0
0.662;3;0.0105;0.0445;27632;33158.4;331584.0
0.664;3;0.0105;0.0445;27776;33331.2;333312.0
0.666;3;0.0105;0.0445;27923;33507.6;335076.0
0.668;3;0.0105;0.0445;28092;33710.4;337104.0
0.67;3;0.0105;0.0445;28205;33846.0;338460.0
0.672;3;0.0105;0.0445;28407;34088.4;340884.0
0.674;3;0.0105;0.0445;28612;34334.4;343344.0
0.676;3;0.0105;0.0445;28796;34555.2;345552.0
0.678;3;0.0105;0.0445;28972;34766.4;347664.0
0.68;3;0.0105;0.0445;29143;34971.6;349716.0
0.682;3;0.0105;0.0445;29335;35202.0;352020.0
0.684;3;0.0105;0.0445;29484;35380.8;353808.0
0.686;3;0.0105;0.0445;29708;35649.6;356496.0
0.688;3;0.0105;0.0445;29887;35864.4;358644.0
0.69;3;0.0105;0.0445;30096;36115.2;361152.0
0.692;3;0.0105;0.0445;30276;36331.2;363312.0
0.694;3;0.0105;0.0445;30445;36534.0;365340.0
0.696;3;0.0105;0.0445;30631;36757.2;367572.0
0.698;3;0.0105;0.0445;30804;36964.8;369648.0
0.7;3;0.0105;0.0445;30995;37194.0;371940.0
0.702;3;0.0105;0.0445;31107;37328.4;373284.0
0.704;3;0.0105;0.0445;31266;37519.2;375192.0
0.706;3;0.0105;0.0445;31432;37718.4;377184.0
0.708;3;0.0105;0.0445;31592;37910.4;379104.0
0.71;3;0.0105;0.0445;31729;38074.8;380748.0
0.712;3;0.0105;0.0445;31871;38245.2;382452.0
0.714;3;0.0105;0.0445;32027;38432.4;384324.0
0.716;3;0.0105;0.0445;32178;38613.6;386136.0
0.718;3;0.0105;0.0445;32342;38810.4;388104.0
0.72;3;0.0105;0.0445;32509;39010.8;390108.0
0.722;3;0.0105;0.0445;32619;39142.8;391428.0
0.724;3;0.0105;0.0445;32792;39350.4;393504.0
0.726;3;0.0105;0.0445;32948;39537.6;395376.0
0.728;3;0.0105;0.0445;33089;39706.8;397068.0
0.73;3;0.0105;0.0445;33240;39888.0;398880.0
0.732;3;0.0105;0.0445;33447;40136.4;401364.0
0.734;3;0.0105;0.0445;33565;40278.0;402780.0
0.736;3;0.0105;0.0445;33727;40472.4;404724.0
0.738;3;0.0105;0.0445;33891;40669.2;406692.0
0.74;3;0.0105;0.0445;34010;40812.0;408120.0
0.742;3;0.0105;0.0445;34200;41040.0;410400.0
0.744;3;0.0105;0.0445;34374;41248.8;412488.0
0.746;3;0.0105;0.0445;34535;41442.0;414420.0
0.054;4;0.0145;0.0505;1;2.7;24.0
0.056;4;0.0145;0.0505;1;2.7;24.0
0.058;4;0.0145;0.0505;1;2.7;24.0
0.06;4;0.0145;0.0505;3;8.1;72.0
0.062;4;0.0145;0.0505;3;8.1;72.0
0.064;4;0.0145;0.0505;4;10.8;96.0
0.066;4;0.0145;0.0505;5;13.5;120.0
0.068;4;0.0145;0.0505;7;18.9;168.0
0.07;4;0.0145;0.0505;8;21.6;192.0
0.072;4;0.0145;0.0505;8;21.6;192.0
0.074;4;0.0145;0.0505;9;24.3;216.0
0.076;4;0.0145;0.0505;10;27.0;240.0
0.078;4;0.0145;0.0505;11;29.7;264.0
0.08;4;0.0145;0.0505;13;35.1;312.0
0.082;4;0.0145;0.0505;14;37.8;336.0
0.084;4;0.0145;0.0505;15;40.5;360.0
0.086;4;0.0145;0.0505;16;43.2;384.0
0.088;4;0.0145;0.0505;19;51.3;456.0
0.09;4;0.0145;0.0505;19;51.3;456.0
0.092;4;0.0145;0.0505;20;54.0;480.0
0.094;4;0.0145;0.0505;21;56.7;504.0
0.096;4;0.0145;0.0505;22;59.4;528.0
0.098;4;0.0145;0.0505;24;64.8;576.0
0.1;4;0.0145;0.0505;27;72.9;648.0
0.102;4;0.0145;0.0505;28;75.6;672.0
0.104;4;0.0145;0.0505;30;81.0;720.0
0.106;4;0.0145;0.0505;31;83.7;744.0
0.108;4;0.0145;0.0505;32;86.4;768.0
0.11;4;0.0145;0.0505;34;91.8;816.0
0.112;4;0.0145;0.0505;36;97.2;864.0
0.114;4;0.0145;0.0505;38;102.6;912.0
0.116;4;0.0145;0.0505;40;108.0;960.0
0.118;4;0.0145;0.0505;41;110.7;984.0
0.12;4;0.0145;0.0505;43;116.1;1032.0
0.122;4;0.0145;0.0505;45;121.5;1080.0
0.124;4;0.0145;0.0505;46;124.2;1104.0
0.126;4;0.0145;0.0505;48;129.6;1152.0
0.128;4;0.0145;0.0505;50;135.0;1200.0
0.13;4;0.0145;0.0505;52;140.4;1248.0
0.132;4;0.0145;0.0505;55;148.5;1320.0
0.134;4;0.0145;0.0505;58;156.6;1392.0
0.136;4;0.0145;0.0505;61;164.7;1464.0
0.138;4;0.0145;0.0505;61;164.7;1464.0
0.14;4;0.0145;0.0505;64;172.8;1536.0
0.142;4;0.0145;0.0505;66;178.2;1584.0
0.144;4;0.0145;0.0505;68;183.6;1632.0
0.146;4;0.0145;0.0505;70;189.0;1680.0
0.148;4;0.0145;0.0505;72;194.4;1728.0
0.15;4;0.0145;0.0505;74;199.8;1776.0
0.152;4;0.0145;0.0505;76;205.2;1824.0
0.154;4;0.0145;0.0505;81;218.7;1944.0
0.156;4;0.0145;0.0505;90;243.0;2160.0
0.158;4;0.0145;0.0505;99;267.3;2376.0
0.16;4;0.0145;0.0505;102;275.4;2448.0
0.162;4;0.0145;0.0505;108;291.6;2592.0
0.164;4;0.0145;0.0505;119;321.3;2856.0
0.166;4;0.0145;0.0505;126;340.2;3024.0
0.168;4;0.0145;0.0505;137;369.9;3288.0
0.17;4;0.0145;0.0505;141;380.7;3384.0
0.172;4;0.0145;0.0505;147;396.9;3528.0
0.174;4;0.0145;0.0505;156;421.2;3744.0
0.176;4;0.0145;0.0505;165;445.5;3960.0
0.178;4;0.0145;0.0505;174;469.8;4176.0
0.18;4;0.0145;0.0505;183;494.1;4392.0
0.182;4;0.0145;0.0505;192;518.4;4608.0
0.184;4;0.0145;0.0505;201;542.7;4824.0
0.186;4;0.0145;0.0505;204;550.8;4896.0
0.188;4;0.0145;0.0505;215;580.5;5160.0
0.19;4;0.0145;0.0505;224;604.8;5376.0
0.192;4;0.0145;0.0505;232;626.4;5568.0
0.194;4;0.0145;0.0505;245;661.5;5880.0
0.196;4;0.0145;0.0505;254;685.8;6096.0
0.198;4;0.0145;0.0505;262;707.4;6288.0
0.2;4;0.0145;0.0505;271;731.7;6504.0
0.202;4;0.0145;0.0505;280;756.0;6720.0
0.204;4;0.0145;0.0505;292;788.4;7008.0
0.206;4;0.0145;0.0505;299;807.3;7176.0
0.208;4;0.0145;0.0505;310;837.0;7440.0
0.21;4;0.0145;0.0505;319;861.3;7656.0
0.212;4;0.0145;0.0505;333;899.1;7992.0
0.214;4;0.0145;0.0505;339;915.3;8136.0
0.216;4;0.0145;0.0505;350;945.0;8400.0
0.218;4;0.0145;0.0505;364;982.8;8736.0
0.22;4;0.0145;0.0505;373;1007.1;8952.0
0.222;4;0.0145;0.0505;386;1042.2;9264.0
0.224;4;0.0145;0.0505;395;1066.5;9480.0
0.226;4;0.0145;0.0505;405;1093.5;9720.0
0.228;4;0.0145;0.0505;420;1134.0;10080.0
0.23;4;0.0145;0.0505;430;1161.0;10320.0
0.232;4;0.0145;0.0505;439;1185.3;10536.0
0.234;4;0.0145;0.0505;450;1215.0;10800.0
0.236;4;0.0145;0.0505;460;1242.0;11040.0
0.238;4;0.0145;0.0505;470;1269.0;11280.0
0.24;4;0.0145;0.0505;488;1317.6;11712.0
0.242;4;0.0145;0.0505;498;1344.6;11952.0
0.244;4;0.0145;0.0505;506;1366.2;12144.0
0.246;4;0.0145;0.0505;515;1390.5;12360.0
0.248;4;0.0145;0.0505;537;1449.9;12888.0
0.25;4;0.0145;0.0505;549;1482.3;13176.0
0.252;4;0.0145;0.0505;559;1509.3;13416.0
0.254;4;0.0145;0.0505;570;1539.0;13680.0
0.256;4;0.0145;0.0505;594;1603.8;14256.0
0.258;4;0.0145;0.0505;612;1652.4;14688.0
0.26;4;0.0145;0.0505;629;1698.3;15096.0
0.262;4;0.0145;0.0505;650;1755.0;15600.0
0.264;4;0.0145;0.0505;675;1822.5;16200.0
0.266;4;0.0145;0.0505;698;1884.6;16752.0
0.268;4;0.0145;0.0505;718;1938.6;17232.0
0.27;4;0.0145;0.0505;735;1984.5;17640.0
0.272;4;0.0145;0.0505;758;2046.6;18192.0
0.274;4;0.0145;0.0505;782;2111.4;18768.0
0.276;4;0.0145;0.0505;803;2168.1;19272.0
0.278;4;0.0145;0.0505;826;2230.2;19824.0
0.28;4;0.0145;0.0505;849;2292.3;20376.0
0.282;4;0.0145;0.0505;867;2340.9;20808.0
0.284;4;0.0145;0.0505;890;2403.0;21360.0
0.286;4;0.0145;0.0505;918;2478.6;22032.0
0.288;4;0.0145;0.0505;942;2543.4;22608.0
0.29;4;0.0145;0.0505;963;2600.1;23112.0
0.292;4;0.0145;0.0505;986;2662.2;23664.0
0.294;4;0.0145;0.0505;1007;2718.9;24168.0
0.296;4;0.0145;0.0505;1035;2794.5;24840.0
0.298;4;0.0145;0.0505;1060;2862.0;25440.0
0.3;4;0.0145;0.0505;1082;2921.4;25968.0
0.302;4;0.0145;0.0505;1104;2980.8;26496.0
0.304;4;0.0145;0.0505;1129;3048.3;27096.0
0.306;4;0.0145;0.0505;1152;3110.4;27648.0
0.308;4;0.0145;0.0505;1186;3202.2;28464.0
0.31;4;0.0145;0.0505;1203;3248.1;28872.0
0.312;4;0.0145;0.0505;1231;3323.7;29544.0
0.314;4;0.0145;0.0505;1260;3402.0;30240.0
0.316;4;0.0145;0.0505;1279;3453.3;30696.0
0.318;4;0.0145;0.0505;1300;3510.0;31200.0
0.32;4;0.0145;0.0505;1335;3604.5;32040.0
0.322;4;0.0145;0.0505;1371;3701.7;32904.0
0.324;4;0.0145;0.0505;1399;3777.3;33576.0
0.326;4;0.0145;0.0505;1426;3850.2;34224.0
0.328;4;0.0145;0.0505;1447;3906.9;34728.0
0.33;4;0.0145;0.0505;1475;3982.5;35400.0
0.332;4;0.0145;0.0505;1498;4044.6;35952.0
0.334;4;0.0145;0.0505;1528;4125.6;36672.0
0.336;4;0.0145;0.0505;1552;4190.4;37248.0
0.338;4;0.0145;0.0505;1590;4293.0;38160.0
0.34;4;0.0145;0.0505;1612;4352.4;38688.0
0.342;4;0.0145;0.0505;1642;4433.4;39408.0
0.344;4;0.0145;0.0505;1666;4498.2;39984.0
0.346;4;0.0145;0.0505;1698;4584.6;40752.0
0.348;4;0.0145;0.0505;1724;4654.8;41376.0
0.35;4;0.0145;0.0505;1754;4735.8;42096.0
0.352;4;0.0145;0.0505;1782;4811.4;42768.0
0.354;4;0.0145;0.0505;1817;4905.9;43608.0
0.356;4;0.0145;0.0505;1859;5019.3;44616.0
0.358;4;0.0145;0.0505;1892;5108.4;45408.0
0.36;4;0.0145;0.0505;1934;5221.8;46416.0
0.362;4;0.0145;0.0505;1968;5313.6;47232.0
0.364;4;0.0145;0.0505;2019;5451.3;48456.0
0.366;4;0.0145;0.0505;2053;5543.1;49272.0
0.368;4;0.0145;0.0505;2093;5651.1;50232.0
0.37;4;0.0145;0.0505;2138;5772.6;51312.0
0.372;4;0.0145;0.0505;2172;5864.4;52128.0
0.374;4;0.0145;0.0505;2219;5991.3;53256.0
0.376;4;0.0145;0.0505;2278;6150.6;54672.0
0.378;4;0.0145;0.0505;2317;6255.9;55608.0
0.38;4;0.0145;0.0505;2355;6358.5;56520.0
0.382;4;0.0145;0.0505;2404;6490.8;57696.0
0.384;4;0.0145;0.0505;2440;6588.0;58560.0
0.386;4;0.0145;0.0505;2477;6687.9;59448.0
0.388;4;0.0145;0.0505;2527;6822.9;60648.0
0.39;4;0.0145;0.0505;2567;6930.9;61608.0
0.392;4;0.0145;0.0505;2610;7047.0;62640.0
0.394;4;0.0145;0.0505;2658;7176.6;63792.0
0.396;4;0.0145;0.0505;2703;7298.1;64872.0
0.398;4;0.0145;0.0505;2756;7441.2;66144.0
0.4;4;0.0145;0.0505;2814;7597.8;67536.0
0.402;4;0.0145;0.0505;2855;7708.5;68520.0
0.404;4;0.0145;0.0505;2897;7821.9;69528.0
0.406;4;0.0145;0.0505;2939;7935.3;70536.0
0.408;4;0.0145;0.0505;2992;8078.4;71808.0
0.41;4;0.0145;0.0505;3034;8191.8;72816.0
0.412;4;0.0145;0.0505;3079;8313.3;73896.0
0.414;4;0.0145;0.0505;3131;8453.7;75144.0
0.416;4;0.0145;0.0505;3177;8577.9;76248.0
0.418;4;0.0145;0.0505;3223;8702.1;77352.0
0.42;4;0.0145;0.0505;3268;8823.6;78432.0
0.422;4;0.0145;0.0505;3329;8988.3;79896.0
0.424;4;0.0145;0.0505;3390;9153.0;81360.0
0.426;4;0.0145;0.0505;3431;9263.7;82344.0
0.428;4;0.0145;0.0505;3480;9396.0;83520.0
0.43;4;0.0145;0.0505;3543;9566.1;85032.0
0.432;4;0.0145;0.0505;3582;9671.4;85968.0
0.434;4;0.0145;0.0505;3622;9779.4;86928.0
0.436;4;0.0145;0.0505;3667;9900.9;88008.0
0.438;4;0.0145;0.0505;3723;10052.1;89352.0
0.44;4;0.0145;0.0505;3780;10206.0;90720.0
0.442;4;0.0145;0.0505;3824;10324.8;91776.0
0.444;4;0.0145;0.0505;3874;10459.8;92976.0
0.446;4;0.0145;0.0505;3919;10581.3;94056.0
0.448;4;0.0145;0.0505;3992;10778.4;95808.0
0.45;4;0.0145;0.0505;4042;10913.4;97008.0
0.452;4;0.0145;0.0505;4086;11032.2;98064.0
0.454;4;0.0145;0.0505;4138;11172.6;99312.0
0.456;4;0.0145;0.0505;4209;11364.3;101016.0
0.458;4;0.0145;0.0505;4274;11539.8;102576.0
0.46;4;0.0145;0.0505;4347;11736.9;104328.0
0.462;4;0.0145;0.0505;4406;11896.2;105744.0
0.464;4;0.0145;0.0505;4475;12082.5;107400.0
0.466;4;0.0145;0.0505;4529;12228.3;108696.0
0.468;4;0.0145;0.0505;4618;12468.6;110832.0
0.47;4;0.0145;0.0505;4679;12633.3;112296.0
0.472;4;0.0145;0.0505;4756;12841.2;114144.0
0.474;4;0.0145;0.0505;4818;13008.6;115632.0
0.476;4;0.0145;0.0505;4889;13200.3;117336.0
0.478;4;0.0145;0.0505;4956;13381.2;118944.0
0.48;4;0.0145;0.0505;5034;13591.8;120816.0
0.482;4;0.0145;0.0505;5098;13764.6;122352.0
0.484;4;0.0145;0.0505;5167;13950.9;124008.0
0.486;4;0.0145;0.0505;5236;14137.2;125664.0
0.488;4;0.0145;0.0505;5311;14339.7;127464.0
0.49;4;0.0145;0.0505;5374;14509.8;128976.0
0.492;4;0.0145;0.0505;5486;14812.2;131664.0
0.494;4;0.0145;0.0505;5553;14993.1;133272.0
0.496;4;0.0145;0.0505;5624;15184.8;134976.0
0.498;4;0.0145;0.0505;5697;15381.9;136728.0
0.5;4;0.0145;0.0505;5761;15554.7;138264.0
0.502;4;0.0145;0.0505;5834;15751.8;140016.0
0.504;4;0.0145;0.0505;5911;15959.7;141864.0
0.506;4;0.0145;0.0505;6000;16200.0;144000.0
0.508;4;0.0145;0.0505;6061;16364.7;145464.0
0.51;4;0.0145;0.0505;6127;16542.9;147048.0
0.512;4;0.0145;0.0505;6216;16783.2;149184.0
0.514;4;0.0145;0.0505;6291;16985.7;150984.0
0.516;4;0.0145;0.0505;6360;17172.0;152640.0
0.518;4;0.0145;0.0505;6457;17433.9;154968.0
0.52;4;0.0145;0.0505;6518;17598.6;156432.0
0.522;4;0.0145;0.0505;6609;17844.3;158616.0
0.524;4;0.0145;0.0505;6674;18019.8;160176.0
0.526;4;0.0145;0.0505;6750;18225.0;162000.0
0.528;4;0.0145;0.0505;6832;18446.4;163968.0
0.53;4;0.0145;0.0505;6907;18648.9;165768.0
0.532;4;0.0145;0.0505;6994;18883.8;167856.0
0.534;4;0.0145;0.0505;7104;19180.8;170496.0
0.536;4;0.0145;0.0505;7177;19377.9;172248.0
0.538;4;0.0145;0.0505;7237;19539.9;173688.0
0.54;4;0.0145;0.0505;7322;19769.4;175728.0
0.542;4;0.0145;0.0505;7402;19985.4;177648.0
0.544;4;0.0145;0.0505;7477;20187.9;179448.0
0.546;4;0.0145;0.0505;7582;20471.4;181968.0
0.548;4;0.0145;0.0505;7664;20692.8;183936.0
0.55;4;0.0145;0.0505;7728;20865.6;185472.0
0.552;4;0.0145;0.0505;7805;21073.5;187320.0
0.554;4;0.0145;0.0505;7895;21316.5;189480.0
0.556;4;0.0145;0.0505;7982;21551.4;191568.0
0.558;4;0.0145;0.0505;8061;21764.7;193464.0
0.56;4;0.0145;0.0505;8184;22096.8;196416.0
0.562;4;0.0145;0.0505;8290;22383.0;198960.0
0.564;4;0.0145;0.0505;8371;22601.7;200904.0
0.566;4;0.0145;0.0505;8488;22917.6;203712.0
0.568;4;0.0145;0.0505;8592;23198.4;206208.0
0.57;4;0.0145;0.0505;8683;23444.1;208392.0
0.572;4;0.0145;0.0505;8784;23716.8;210816.0
0.574;4;0.0145;0.0505;8902;24035.4;213648.0
0.576;4;0.0145;0.0505;8984;24256.8;215616.0
0.578;4;0.0145;0.0505;9085;24529.5;218040.0
0.58;4;0.0145;0.0505;9214;24877.8;221136.0
0.582;4;0.0145;0.0505;9325;25177.5;223800.0
0.584;4;0.0145;0.0505;9443;25496.1;226632.0
0.586;4;0.0145;0.0505;9532;25736.4;228768.0
0.588;4;0.0145;0.0505;9647;26046.9;231528.0
0.59;4;0.0145;0.0505;9775;26392.5;234600.0
0.592;4;0.0145;0.0505;9873;26657.1;236952.0
0.594;4;0.0145;0.0505;9967;26910.9;239208.0
0.596;4;0.0145;0.0505;10059;27159.3;241416.0
0.598;4;0.0145;0.0505;10203;27548.1;244872.0
0.6;4;0.0145;0.0505;10305;27823.5;247320.0
0.602;4;0.0145;0.0505;10421;28136.7;250104.0
0.604;4;0.0145;0.0505;10523;28412.1;252552.0
0.606;4;0.0145;0.0505;10640;28728.0;255360.0
0.608;4;0.0145;0.0505;10744;29008.8;257856.0
0.61;4;0.0145;0.0505;10856;29311.2;260544.0
0.612;4;0.0145;0.0505;10958;29586.6;262992.0
0.614;4;0.0145;0.0505;11083;29924.1;265992.0
0.616;4;0.0145;0.0505;11187;30204.9;268488.0
0.618;4;0.0145;0.0505;11326;30580.2;271824.0
0.62;4;0.0145;0.0505;11423;30842.1;274152.0
0.622;4;0.0145;0.0505;11528;31125.6;276672.0
0.624;4;0.0145;0.0505;11656;31471.2;279744.0
0.626;4;0.0145;0.0505;11777;31797.9;282648.0
0.628;4;0.0145;0.0505;11871;32051.7;284904.0
0.63;4;0.0145;0.0505;11992;32378.4;287808.0
0.632;4;0.0145;0.0505;12098;32664.6;290352.0
0.634;4;0.0145;0.0505;12224;33004.8;293376.0
0.636;4;0.0145;0.0505;12324;33274.8;295776.0
0.638;4;0.0145;0.0505;12431;33563.7;298344.0
0.64;4;0.0145;0.0505;12600;34020.0;302400.0
0.642;4;0.0145;0.0505;12712;34322.4;305088.0
0.644;4;0.0145;0.0505;12844;34678.8;308256.0
0.646;4;0.0145;0.0505;12944;34948.8;310656.0
0.648;4;0.0145;0.0505;13079;35313.3;313896.0
0.65;4;0.0145;0.0505;13206;35656.2;316944.0
0.652;4;0.0145;0.0505;13312;35942.4;319488.0
0.654;4;0.0145;0.0505;13457;36333.9;322968.0
0.656;4;0.0145;0.0505;13564;36622.8;325536.0
0.658;4;0.0145;0.0505;13682;36941.4;328368.0
0.66;4;0.0145;0.0505;13822;37319.4;331728.0
0.662;4;0.0145;0.0505;13952;37670.4;334848.0
0.664;4;0.0145;0.0505;14150;38205.0;339600.0
0.666;4;0.0145;0.0505;14283;38564.1;342792.0
0.668;4;0.0145;0.0505;14414;38917.8;345936.0
0.67;4;0.0145;0.0505;14559;39309.3;349416.0
0.672;4;0.0145;0.0505;14701;39692.7;352824.0
0.674;4;0.0145;0.0505;14832;40046.4;355968.0
0.676;4;0.0145;0.0505;14996;40489.2;359904.0
0.678;4;0.0145;0.0505;15132;40856.4;363168.0
0.68;4;0.0145;0.0505;15270;41229.0;366480.0
0.682;4;0.0145;0.0505;15420;41634.0;370080.0
0.684;4;0.0145;0.0505;15555;41998.5;373320.0
0.686;4;0.0145;0.0505;15698;42384.6;376752.0
0.688;4;0.0145;0.0505;15866;42838.2;380784.0
